id,covidence_id,pathogen,first_author_first_name,first_author_surname,article_title,doi,issue,journal,page_first,page_last,paper_copy_only,qa_a3,qa_a4,qa_d5,qa_d6,qa_d7,qa_m1,qa_m2,volume,year_publication,article_label
1923d3cc7ef83ee7bb52a4858a2c67f8,5555,Zika virus,Zain Ul Abadin,Zafar,The analysis of a new fractional model to the Zika virus infection with mutant,10.1016/j.heliyon.2023.e23390,NA,Heliyon,NA,NA,FALSE,No,No,Yes,No,No,No,No,10,2024,Zafar 2024
78fab3210be6a85e82da4a89a348db28,5558,Zika virus,Lp,Wang,Global dynamics analysis of a Zika transmission model with environment transmission route and spatial heterogeneity,10.3934/math.2022268,3,AIMS MATHEMATICS,4803,4832,FALSE,No,No,NA,NA,NA,Yes,Yes,7,2022,Wang 2022
4250658cf9f43768a22d2fa27d180e6c,5564,Zika virus,Nursanti,Anggriani,Dynamical Analysis and Optimal Control in Zika Disease Transmission Considering Symptomatic and Asymptomatic Classes,NA,1,Engineering Letters,NA,NA,FALSE,Yes,No,NA,NA,NA,Yes,Yes,31,2023,Anggriani 2023
fd9c8257441c11d6a2307b944176fe54,5572,Zika virus,S.M.,Bartsch,What Is the Value of Different Zika Vaccination Strategies to Prevent and Mitigate Zika Outbreaks?,10.1093/infdis/jiy688,6,JOURNAL OF INFECTIOUS DISEASES,920,931,FALSE,Yes,Yes,Yes,Yes,Yes,Yes,Yes,220,2019,Bartsch 2019
800f620fd7ffda80f8865eabe9a3a000,5575,Zika virus,Tara,Sadeghieh,Zika virus outbreak in Brazil under current and future climate,10.1016/j.epidem.2021.100491,NA,Epidemics,NA,NA,FALSE,Yes,Yes,NA,NA,NA,Yes,Yes,37,2021,Sadeghieh 2021
9afdc166d194c8f3bbfc062247706af3,5581,Zika virus,H,Zhao,Modeling and Dynamics Analysis of Zika Transmission with Limited Medical Resources,10.1007/s11538-020-00776-1,NA,Bulletin of Mathematical Biology,82,99,FALSE,Yes,Yes,Yes,No,No,No,No,NA,2020,Zhao 2020
9d6c49468052bc01065cc59d2a88dade,5585,Zika virus,Diego F,Aranda,Mathematical modeling and numerical simulations of Zika in Colombia considering mutation,10.1016/j.matcom.2019.02.009,NA,MATHEMATICS AND COMPUTERS IN SIMULATION,NA,NA,FALSE,Yes,No,No,Yes,No,Yes,No,163,2019,Aranda 2019
f4ac55723f8bbf602904b328685b6317,5590,Zika virus,M,Harris,Climate drives spatial variation in Zika epidemics in Latin America,10.1098/rspb.2019.1578,1909,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,NA,NA,FALSE,Yes,No,NA,NA,NA,Yes,Yes,286,2019,Harris 2019
8cf0fb6405027a3832517b6cda7f6a2b,5598,Zika virus,Parimita,Roy,Modeling Zika transmission dynamics: Prevention and control,10.1142/S021833902050014X,3,JOURNAL OF BIOLOGICAL SYSTEMS,719,749,FALSE,Yes,No,NA,NA,NA,Yes,No,28,2020,Roy 2020
137c000dd270383b7da9c036e3615ac5,5607,Zika virus,L,Wang,Modeling and dynamics analysis of Zika transmission with contaminated aquatic environments,10.1007/s11071-021-06289-3,NA,Nonlinear Dynamics,845,862,FALSE,No,Yes,NA,NA,NA,No,No,104,2021,Wang 2021
768775dd1891ad15ecb15c251063ef20,5609,Zika virus,Flavia Mr,Hirata,Co-circulation of Dengue and Zika viruses: A modelling approach applied to epidemics data,10.1016/j.chaos.2023.113599,NA,CHAOS SOLITONS & FRACTALS,113599,NA,FALSE,Yes,No,No,No,No,Yes,No,173,2023,Hirata 2023
56d339cfb42880921d64b0240691abf0,5612,Zika virus,Xiaoyan,Yuan,A Zika Endemic Model for the Contribution of Multiple Transmission Routes,10.1007/s11538-021-00945-w,111,BULLETIN OF MATHEMATICAL BIOLOGY,NA,NA,FALSE,No,No,No,No,No,Yes,No,83,2021,Yuan 2021
bc7b79b10957df6f54f572bd3a1155a0,5619,Zika virus,Zongmin,Yue,Dynamic analysis and optimal control of Zika virus transmission with immigration,10.3934/math.20231116,9,AIMS Mathematics,21893,21913,FALSE,Yes,Yes,NA,NA,NA,Yes,Yes,8,2023,Yue 2023
d960c469d001114c3d237a33bbbe6381,5621,Zika virus,F.X.,Li,Global Dynamics of a Reaction-Diffusion Model of Zika Virus Transmission with Seasonality,10.1007/s11538-021-00879-3,5,BULLETIN OF MATHEMATICAL BIOLOGY,NA,NA,FALSE,Yes,Yes,NA,NA,NA,Yes,Yes,83,2021,Li 2021
00bd0cd3dba8ec462dfb0cb492072050,5622,Zika virus,Lin,Zhao,Spreading speed and traveling wave solutions of a reaction-diffusion Zika model with constant recruitment,10.1016/j.nonrwa.2023.103942,NA,NONLINEAR ANALYSIS-REAL WORLD APPLICATIONS,NA,NA,FALSE,Yes,No,NA,NA,NA,NA,NA,NA,2023,Zhao 2023
fa3aab40e326284b5f49c68071232d12,5627,Zika virus,R,Begum,A fractional order Zika virus model with Mittag–Leffler kernel,10.1016/j.chaos.2021.110898,NA,Chaos Solitions and Fractals,NA,NA,FALSE,Yes,No,NA,NA,NA,No,No,146,2021,Begum 2021
6fdf1a4bb8212ad30e9f7199ace4571a,5639,Zika virus,Viviane,Botosso,Seroprevalence of Zika in Brazil stratified by age and geographic distribution,10.1017/S0950268823001814,NA,EPIDEMIOLOGY AND INFECTION,NA,NA,FALSE,No,No,Yes,Yes,No,No,Yes,151,2023,Botosso 2023
336ba500717c938ecc4f6d33e9273b15,5640,Zika virus,M,Farman,Modeling and analysis of fractional order Zika model,10.3934/math.2022216,3,AIMS MATHEMATICS,3912,3938,FALSE,Yes,Yes,NA,NA,NA,Yes,Yes,7,2022,Farman 2022
7aa999a8e68433034c65f8cd908ef48f,5645,Zika virus,Kazuo,Yamazaki,Zika virus dynamics partial differential equations model with sexual transmission route,10.1016/j.nonrwa.2019.05.003,NA,Nonlinear Analysis: Real World Applications,290,315,FALSE,Yes,No,NA,NA,NA,Yes,Yes,50,2019,Yamazaki 2019
38dc7267b4dec7f3e5fe76c380c54f9a,5647,Zika virus,M,Farman,A mathematical analysis and simulation for Zika virus model with time fractional derivative,10.1002/mma.6891,NA,Mathematical Methods in Applied Sciences,1,12,FALSE,No,No,NA,NA,NA,No,No,NA,2020,Farman 2020
42764fa13d4b9fe818e47290166b25df,5648,Zika virus,Z,Yue,A MATHEMATICAL MODEL FOR BIODIVERSITY DILUTING TRANSMISSION OF ZIKA VIRUS THROUGH COMPETITION MECHANICS,10.3934/dcdsb.2021235,8,Discrete and Continuous Dynamical Systems - Series B,4429,4453,FALSE,Yes,No,NA,NA,NA,No,No,27,2022,Yue 2022
c7944da5df9118801be4799d8d2b5137,5658,Zika virus,S,Rezapour,A new mathematical model for Zika virus transmission,10.1186/s13662-020-03044-7,NA,Advances in Difference Equations,NA,NA,FALSE,Yes,No,NA,NA,NA,No,No,589,2020,Rezapour 2020
6d23039791ea672d02fc84a00d9cf786,5665,Zika virus,E.O.,Alzahrani,Optimal Control Strategies of Zika Virus Model with Mutant,10.1016/j.cnsns.2020.105532,NA,COMMUNICATIONS IN NONLINEAR SCIENCE AND NUMERICAL SIMULATION,NA,NA,FALSE,Yes,No,No,No,No,No,No,93,2021,Alzahrani 2021
72fc96f50bfafb79b6d630f478063923,5667,Zika virus,S,Hinojosa,Detection of a Locally-Acquired Zika Virus Outbreak in Hidalgo County; Texas through Increased Antenatal Testing in a High-Risk Area,10.3390/tropicalmed5030128,128,Tropical Medicine and Infectious Disease,NA,NA,FALSE,NA,NA,Yes,Yes,No,Yes,No,5,2020,Hinojosa 2020
151459a0987acb0369d37fe9ec78d14a,5671,Zika virus,A,Cousien,Assessing Zika Virus Transmission Within Households During an Outbreak in Martinique; 2015-2016,10.1093/aje/kwz091,7,AMERICAN JOURNAL OF EPIDEMIOLOGY,NA,NA,FALSE,Yes,No,Yes,Yes,No,Yes,Yes,188,2019,Cousien 2019
ef1bd25df7c12e407262f997d20bd655,5673,Zika virus,R,Sharma,Clinicodemographic Profiling of Zika Outbreak in Jaipur; Rajasthan,10.4103/INJMS.INJMS_65_19,NA,Indian Journal of Medical Specialities,184,189,FALSE,No,Yes,No,Yes,No,No,Yes,10,2019,Sharma 2019
a1978ccf8e1d73ae5cf632eaed6080ed,5675,Zika virus,Sudhanshu Kumar,Biswas,"A mathematical model of Zika virus transmission with saturated incidence and
optimal control: A case study of 2016 zika outbreak in Puerto Rico",10.1080/02286203.2022.2163834,3,International Journal of Modelling and Simulation,172,189,FALSE,No,No,Yes,No,No,Yes,No,44,2024,Biswas 2024
410a51cd70bd26159724c8ede09ce6a6,5680,Zika virus,M. A.,Khan,A dynamical model of asymptomatic carrier zika virus with optimal control strategies,10.1016/j.nonrwa.2019.04.006,NA,Nonlinear Analysis: Real World Applications,144,170,FALSE,No,No,NA,NA,NA,No,No,50,2019,Khan 2019
a759838849ecad6be577edc471b37a98,5681,Zika virus,Serena,Marchi,Zika Virus in West Africa: A Seroepidemiological Study between 2007 and 2012,10.3390/v12060641,641,Viruses,NA,NA,FALSE,NA,NA,No,No,No,Yes,No,12,2020,Marchi 2020
ddc8c7c933e50dc3d054014e362031d2,5685,Zika virus,Ran,Zhang,Traveling wave solutions for Zika transmission model with nonlocal diffusion,10.1016/j.jmaa.2022.126201,1,JOURNAL OF MATHEMATICAL ANALYSIS AND APPLICATIONS,NA,NA,FALSE,Yes,No,NA,NA,NA,NA,NA,513,2022,Zhang 2022
1c52470ea504f92323e75c918fc35e06,5688,Zika virus,Sudhanshu,Kumar Biswas,Mathematical model of zika virus dynamics with vector control and sensitivity analysis,10.1016/j.idm.2019.12.001,NA,Infectious Disease Modelling,23,41,FALSE,Yes,Yes,No,No,NA,Yes,No,5,2020,Kumar Biswas 2020
657281539ada7b28441275e4426784e3,5694,Zika virus,Y.C.,Chui,Absence of Zika virus among pregnant women in Vietnam in 2008,10.1186/s40794-023-00189-7,1,TROPICAL DISEASES TRAVEL MEDICINE AND VACCINES,NA,NA,FALSE,Yes,NA,Yes,Yes,Yes,Yes,No,9,2023,Chui 2023
3405b2b6d041e6d53b8544cdd45b8299,5695,Zika virus,Marie,Kellemen,Exploring for Municipality-Level Socioeconomic Variables Related to Zika Virus Incidence in Colombia,10.3390/ijerph18041831,4,INTERNATIONAL JOURNAL OF ENVIRONMENTAL RESEARCH AND PUBLIC HEALTH,NA,NA,FALSE,No,No,Yes,Yes,No,Yes,No,18,2021,Kellemen 2021
3516cf2cbd825261eabb28c2557e1efc,5699,Zika virus,Sumit,Kumar,MODELLING THE EFFECT OF ENVIRONMENTAL POLLUTION ON ZIKA OUTBREAK: A CASE STUDY OF BRAZIL,10.3934/dcdss.2023048,NA,Discrete and Continuous Dynamical Systems - Series S,NA,NA,FALSE,No,No,NA,NA,NA,Yes,No,NA,2023,Kumar 2023
b0956ea956963e16e102f98fff48dbe2,5700,Zika virus,Mike,Binder,Stability analysis of a deterministic model of Zika/Dengue co-circulation,10.1142/S1793524519500451,4,INTERNATIONAL JOURNAL OF BIOMATHEMATICS,NA,NA,FALSE,No,Yes,NA,NA,NA,Yes,No,12,2019,Binder 2019
5674f13fdb73ea03c6fe41df24487604,5705,Zika virus,Zulqurnain,Sabir,A swarming neural network computing approach to solve the Zika virus model,10.1016/j.engappai.2023.106924,106924,Engineering Applications of Artificial Intelligence,NA,NA,FALSE,No,NA,NA,NA,NA,Yes,No,126,2023,Sabir 2023
57c2620039f004ce04c01f3d3fba63d1,5709,Zika virus,Muhammad Altaf,Khan,The dynamics of Zika virus with Caputo fractional derivative,10.3934/Math.2019.1.134,1,AIMS Mathematics,134,146,FALSE,No,No,NA,NA,NA,No,No,4,2019,Khan 2019
cbb3a8905b43605a4dddbe3d5ab7ab2b,5711,Zika virus,Minna,Shao,Dynamics and optimal control of a stochastic Zika virus model with spatial diffusion,10.3934/mbe.2023778,9,AIMS Mathematical Biosciences and Engineering,17520,17553,FALSE,Yes,Yes,NA,NA,NA,No,Yes,20,2023,Shao 2023
05937ffed6d5e65cc672cb3714dd138d,5714,Zika virus,Elif,Nurtop,A Report of Zika Virus Seroprevalence in Republic of the Congo,10.1089/vbz.2019.2466,1,VECTOR-BORNE AND ZOONOTIC DISEASES,NA,NA,FALSE,NA,NA,Yes,Yes,No,Yes,No,20,2020,Nurtop 2020
bc17bac336475b498f1590a7abb93d8b,5715,Zika virus,Matthew H.,Collins,Serologic surveillance of maternal Zika infection in a prospective cohort in Leon; Nicaragua during the peak of the Zika epidemic,10.1371/journal.pone.0230692,4,PLOS ONE,NA,NA,FALSE,NA,NA,Yes,Yes,No,Yes,Yes,15,2020,Collins 2020
a0c5248c9ea2271c9e77bbc367f5ccc1,5716,Zika virus,Mahmoud,Ibrahim,"A Mathematical Model for Zika Virus Infection and
Microcephaly Risk Considering Sexual and
Vertical Transmission",10.3390/axioms12030263,263,Axioms,NA,NA,FALSE,Yes,Yes,Yes,No,No,Yes,No,12,2023,Ibrahim 2023
5dcbd2b935f18dbe020d269c63037a80,5720,Zika virus,Orsolya,Nagy,IMPORTED ZIKA VIRUS INFECTIONS IN HUNGARY BETWEEN 2016 AND 2018,10.1556/030.66.2019.025,4,ACTA MICROBIOLOGICA ET IMMUNOLOGICA HUNGARICA,423,442,FALSE,NA,NA,Yes,Yes,Yes,Yes,Yes,66,2019,Nagy 2019
9da3cd4616b44ccd9c75cb4e61c9e744,5725,Zika virus,Maghnia Hamou,Maamar,A nonstandard finite difference scheme for a time-fractional model of Zika virus transmission,10.3934/mbe.2024039,1,MATHEMATICAL BIOSCIENCES AND ENGINEERING,924,962,FALSE,No,No,NA,NA,NA,NA,NA,21,2024,Maamar 2024
2599a36ae415cdbe46ec314cb625f772,5744,Zika virus,Jabili,Angina,Game-Theoretical Model of the Voluntary Use of Insect Repellents to Prevent Zika Fever,10.1007/s13235-021-00418-8,NA,Dynamic Games and Applications,133,146,FALSE,Yes,Yes,NA,NA,NA,No,No,12,2022,Angina 2022
3453c3996c4ccc158f716eab68fd9fc3,5747,Zika virus,Gilberto,González-Parra,Optimization of the Controls against the Spread of Zika Virus in Populations,10.3390/computation8030076,3,COMPUTATION,NA,NA,FALSE,No,Yes,NA,NA,NA,Yes,No,8,2020,González-Parra 2020
7b10895a6345ec0737c2df656124669f,5753,Zika virus,Meire Da Silva Pereira,Rodrigues,Repercussions of Zika virus emergency on the health of the population of Tocantins state; Brazil; 2015 and 2016: a descriptive study,10.5123/S16/79-49742020000400008,4,EPIDEMIOLOGIA E SERVICOS DE SAUDE,NA,NA,FALSE,NA,NA,Yes,Yes,No,NA,NA,29,2020,Rodrigues 2020
bb1c151a434e6d16c9ab0bc3dab129c2,5760,Zika virus,Pimolpachr,Sriburin,Incidence of Zika Virus Infection from a Dengue Epidemiological Study of Children in Ratchaburi Province; Thailand,10.3390/v13091802,9,VIRUSES,NA,NA,FALSE,NA,NA,Yes,Yes,No,Yes,Yes,13,2021,Sriburin 2021
cadfb5c0dbdd872d0e3a31083e3dd248,5772,Zika virus,Rashid,Jan,Fractional insights into Zika virus transmission: Exploring preventive measures from a dynamical perspective,10.1515/nleng-2022-0352,1,NONLINEAR ENGINEERING - MODELING AND APPLICATION,NA,NA,FALSE,No,No,NA,NA,NA,No,No,12,2023,Jan 2023
d563dfd54dba49c93ecc5bad8e1688a3,5773,Zika virus,Edy,Soewono,On the effect of postponing pregnancy in a Zika transmission model,10.1186/s13662-021-03308-w,1,ADVANCES IN DIFFERENCE EQUATIONS,NA,NA,FALSE,Yes,No,NA,NA,NA,Yes,No,2021,2021,Soewono 2021
8d2909971dd3996acf6d4241f8996bae,5775,Zika virus,Cristiane Cunha,Frota,Positivity of dengue; chikungunya; and Zika infections in women in Northeast Brazil post-Zika epidemic,10.1080/20477724.2022.2142187,5,PATHOGENS AND GLOBAL HEALTH,485,492,FALSE,NA,NA,No,Yes,No,Yes,No,117,2023,Frota 2023
16ed564083564453be58cab7dfef7dd3,5776,Zika virus,Naveen,Sharma,Modeling assumptions; optimal control strategies and mitigation through vaccination to Zika virus,10.1016/j.chaos.2021.111137,NA,CHAOS SOLITONS & FRACTALS,NA,NA,FALSE,No,Yes,NA,NA,NA,Yes,No,150,2021,Sharma 2021
14c887e4b4eebcc3fdb5a67482d8a089,5778,Zika virus,R,Wattanasirikosone,A diffusion model of Zika virus with human-vector transmission dynamics and control strategy including social distancing study,10.1007/s40435-020-00653-8,1,INTERNATIONAL JOURNAL OF DYNAMICS AND CONTROL,350,362,FALSE,Yes,No,NA,NA,NA,Yes,No,9,2021,Wattanasirikosone 2021
f8cb18abb96b4777b629c3dd9300a696,5780,Zika virus,Zafer,Bekiryazici,A MODIFICATION OF APPROXIMATE RANDOM CHARACTERISTICS FOR A MODEL OF ZIKA VIRUS TRANSMISSION,10.2298/TSCI2204067B,4,THERMAL SCIENCE,3067,3077,FALSE,No,Yes,NA,NA,NA,No,No,26,2022,Bekiryazici 2022
fd2f8402cf25a9b6faaa0068701d40ef,5788,Zika virus,Mudassar,Imran,Transmission Dynamics of Zika Fever: A SEIR Based Model,10.1007/s12591-017-0374-6,3,DIFFERENTIAL EQUATIONS AND DYNAMICAL SYSTEMS,463,486,FALSE,Yes,Yes,NA,NA,NA,No,No,29,2021,Imran 2021
f499afd4e6b054d6bd6a614f4c472307,5800,Zika virus,Tiago Yuzo,Miyaoka,Optimal control of vaccination in a vector-borne reaction-diffusion model applied to Zika virus,10.1007/s00285-019-01390-z,3,JOURNAL OF MATHEMATICAL BIOLOGY,1077,1104,FALSE,Yes,Yes,Yes,No,No,Yes,Yes,79,2019,Miyaoka 2019
b54d6e4b764265898b5281a4a706e39d,5816,Zika virus,Celeste,Philips,Local Transmission of Zika Virus in Miami-Dade County: The Florida Department of Health Rises to the Challenge,10.1097/PHH.0000000000000990,3,JOURNAL OF PUBLIC HEALTH MANAGEMENT AND PRACTICE,277,287,FALSE,NA,NA,Yes,No,No,NA,NA,25,2019,Philips 2019
e9c278201bf99cab9b9195a1f9865b2a,5818,Zika virus,P M T,Djomegni,A metapopulation model for zika virus disease transmission dynamics between linked communities,10.1088/1402-4896/ac2bdb,12,PHYSICA SCRIPTA,NA,NA,FALSE,No,No,NA,NA,NA,Yes,No,96,2021,Djomegni 2021
26e6ff6312c00dfa31139bb3fd57517f,5821,Zika virus,Hegagi Mohamed,Ali,Optimal control strategies of a fractional order model for Zika virus infection involving various transmissions,10.1016/j.chaos.2021.110864,NA,CHAOS SOLITONS & FRACTALS,NA,NA,FALSE,No,No,NA,NA,NA,Yes,No,146,2021,Ali 2021
38a8a84ebd4c02fae711f7325941239d,5826,Zika virus,Chelsea G,Major,Risk Estimation of Sexual Transmission of Zika Virus-United States; 2016-2017,10.1093/infdis/jiab173,10,JOURNAL OF INFECTIOUS DISEASES,1756,1764,FALSE,Yes,Yes,Yes,Yes,No,Yes,Yes,224,2021,Major 2021
54582ac8a9c7fe7f12f13c4ffa62f31a,5841,Zika virus,S,Rezapour,On the fractal-fractional Mittag-Leffler model of a COVID-19 and Zika Co-infection,10.1016/j.rinp.2023.107118,NA,RESULTS IN PHYSICS,NA,NA,FALSE,No,No,NA,NA,NA,Yes,No,55,2023,Rezapour 2023
8b987fff4d8cb1d3ac3fb015b29709ef,5845,Zika virus,Pragya D.,Yadav,Zika a Vector Borne Disease Detected in Newer States of India Amidst the COVID-19 Pandemic,10.3389/fmicb.2022.888195,NA,FRONTIERS IN MICROBIOLOGY,NA,NA,FALSE,NA,NA,Yes,Yes,No,Yes,Yes,13,2022,Yadav 2022
2d43e5304527700fb246af5bc46ec7f5,5846,Zika virus,I-Ching,Sam,Low seroprevalence rates of Zika virus in Kuala Lumpur; Malaysia,10.1093/trstmh/trz056,11,TRANSACTIONS OF THE ROYAL SOCIETY OF TROPICAL MEDICINE AND HYGIENE,678,684,FALSE,NA,NA,Yes,Yes,Yes,Yes,Yes,113,2019,Sam 2019
873af5932ed20a04856c02b4deeb3cd6,5863,Zika virus,Denny M.,Cardenas,Immunological Memory to Zika Virus in a University Community in Colombia; South America,10.1590/0001-3765202020190883,1,ANAIS DA ACADEMIA BRASILEIRA DE CIENCIAS,NA,NA,FALSE,NA,NA,No,Yes,No,Yes,No,92,2020,Cardenas 2020
3a6680ecba941722c5426efbccf4ffb1,5868,Zika virus,Suthep,Suantai,Numerical Computation of SEIR Model for the Zika Virus Spreading,10.32604/cmc.2023.034699,1,CMC-COMPUTERS MATERIALS & CONTINUA,2155,2170,FALSE,No,No,NA,NA,NA,Yes,No,75,2023,Suantai 2023
ef237b3212679a44f6c9184f32f080eb,5870,Zika virus,Joseph,Biggs,Serological Evidence of Widespread Zika Transmission across the Philippines,10.3390/v13081441,1441,VIRUSES-BASEL,NA,NA,FALSE,Yes,Yes,Yes,Yes,Yes,Yes,Yes,13,2021,Biggs 2021
a31bef91cd61f3d85531e7aaf72a692f,5874,Zika virus,Eduardo,Massad,Modelling an optimum vaccination strategy against ZIKA virus for outbreak use,10.1017/S0950268819000712,NA,EPIDEMIOLOGY AND INFECTION,NA,NA,FALSE,Yes,Yes,Yes,Yes,No,Yes,Yes,147,2019,Massad 2019
5cd01204d94536738feb9ac4e748f096,5882,Zika virus,Sachin,Kumar,Numerical study of Zika model as a mosquito-borne virus with non-singular fractional derivative,10.1142/S1793524522500188,5,INTERNATIONAL JOURNAL OF BIOMATHEMATICS,NA,NA,FALSE,No,No,NA,NA,NA,No,No,15,2022,Kumar 2022
795ba49714310ecaf978039dddb0eb5f,5888,Zika virus,Aatif,Ali,Dynamics of a fractional order Zika virus model with mutant,10.1016/j.aej.2021.10.031,6,ALEXANDRIA ENGINEERING JOURNAL,4821,4836,FALSE,No,No,No,No,No,Yes,No,61,2022,Ali 2022
1fe4329d747a9fdde0313120e049797e,5890,Zika virus,Akaninyene,Otu,Prevalence of Zika and malaria in patients with fever in secondary healthcare facilities in south-eastern Nigeria,10.1177/0049475519872580,1,TROPICAL DOCTOR,22,30,FALSE,NA,NA,Yes,Yes,Yes,Yes,Yes,50,2020,Otu 2020
11e9ced5eb3932dc70ad215e583ecfe9,5892,Zika virus,Philip M.,Armstrong,"Successive blood meals enhance virus
dissemination within mosquitoes and increase
transmission potential",10.1038/s41564-019-0619-y,2,NATURE MICROBIOLOGY,239,NA,FALSE,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5,2020,Armstrong 2020
6ff7609e9e650f743446789291db2650,5895,Zika virus,Co Thach,Nguyen,Prevalence of Zika virus neutralizing antibodies in healthy adults in Vietnam during and after the Zika virus epidemic season: a longitudinal population-based survey,10.1186/s12879-020-05042-2,1,BMC INFECTIOUS DISEASES,NA,NA,FALSE,NA,NA,Yes,Yes,No,Yes,Yes,20,2020,Nguyen 2020
c67bce8a43a79387444e33bd08e112fb,5902,Zika virus,Jovana A. Ocampo,Cañas,Patient characteristics and pregnancy outcomes among Zika-infected pregnant women: Epidemiologic surveillance data from two cities in Colombia; 2015-2016,10.1002/ijgo.13041,NA,INTERNATIONAL JOURNAL OF GYNECOLOGY & OBSTETRICS,NA,NA,FALSE,NA,NA,Yes,Yes,No,Yes,Yes,148,2020,Cañas 2020
cdc1fdd0bb52e79d3e085e72be115803,5903,Zika virus,Naba Kumar,Goswami,A mathematical analysis of Zika virus transmission with optimal control strategies,10.22034/cmde.2019.34715.1585,1,COMPUTATIONAL METHODS FOR DIFFERENTIAL EQUATIONS,117,145,FALSE,No,No,NA,NA,NA,Yes,Yes,9,2021,Goswami 2021
1cebbd872717c9772e75631db4eae1d2,5905,Zika virus,Grace,Power,"Examining the Association of Socioeconomic Position
with Microcephaly and Delayed Childhood
Neurodevelopment among Children with
Prenatal Zika Virus Exposure",10.3390/v12111342,1342,Viruses,NA,NA,FALSE,NA,NA,Yes,Yes,Yes,Yes,Yes,12,2020,Power 2020
d9a73b9d096d5f738f9c28324a82e100,5907,Zika virus,Allison,Black,Genomic epidemiology supports multiple introductions and cryptic transmission of Zika virus in Colombia,10.1186/s12879-019-4566-2,963,BMC INFECTIOUS DISEASES,NA,NA,FALSE,No,No,No,No,No,No,Yes,19,2019,Black 2019
864fa3a17a8c2d012eeeb1fc67d47229,5908,Zika virus,Erika,Ebranati,Time-scaled phylogeography of complete Zika virus genomes using discrete and continuous space diffusion models,10.1016/j.meegid.2019.04.006,NA,INFECTION GENETICS AND EVOLUTION,33,43,FALSE,Yes,Yes,Yes,Yes,Yes,Yes,Yes,73,2019,Ebranati 2019
15e4493dee434b42bcd4a506606e0169,5910,Zika virus,Bushra,Hasan,Mathematical modelling of Zika virus as a mosquito-borne and sexually transmitted disease with diffusion effects,10.1016/j.matcom.2019.04.007,NA,MATHEMATICS AND COMPUTERS IN SIMULATION,56,75,FALSE,Yes,Yes,NA,NA,NA,Yes,No,166,2019,Hasan 2019
737301417efbf34601817ae5225b00f7,5917,Zika virus,Felipe Cm,Iani,Epidemiology and evolution of Zika virus in Minas Gerais; Southeast Brazil,10.22034/cmde.2019.34715.1585,1,COMPUTATIONAL METHODS FOR DIFFERENTIAL EQUATIONS,117,145,FALSE,NA,NA,Yes,NA,NA,NA,NA,9,2021,Iani 2021
d27ef772cae9d3189f9c0cbeef120703,5921,Zika virus,Tamiris,Azamor,"Congenital Zika Syndrome Is
Associated With Interferon
Alfa Receptor 1",10.3389/fimmu.2021.764746,NA,Frontiers in Immunology,NA,NA,FALSE,Yes,Yes,No,Yes,Yes,No,Yes,12,2021,Azamor 2021
b4b63ff7dfd39e4c19599990f44c7051,5922,Zika virus,Elizabeth,Stringer,Neurodevelopmental Outcomes of Children Following In Utero Exposure to Zika in Nicaragua,10.1093/cid/ciaa1833,5,Clinical Infectious Diseases,146,153,FALSE,Yes,Yes,Yes,Yes,Yes,Yes,Yes,72,2021,Stringer 2021
ea3eda49f3caad2eaeb365cb8728e09f,5927,Zika virus,Salin,Sirinam,Seroprevalence of Zika Virus in Amphawa District; Thailand; after the 2016 Pandemic,10.3390/v14030476,476,Viruses,NA,NA,FALSE,NA,NA,Yes,Yes,NA,Yes,Yes,14,2022,Sirinam 2022
53c9c99668f7d2e904631a584b9193b0,5935,Zika virus,E,Bonyah,On the co-infection of dengue fever and Zika virus,10.1002/oca.2483,3,OPTIMAL CONTROL APPLICATIONS & METHODS,394,421,FALSE,Yes,No,NA,NA,NA,Yes,No,40,2019,Bonyah 2019
b107392f571ab6b68b34f8a07a49afb8,5949,Zika virus,Rhys,Kingston,Novel Epidemic Metrics to Communicate Outbreak Risk at the Municipality Level: Dengue and Zika in the Dominican Republic,10.3390/v14010162,1,VIRUSES-BASEL,NA,NA,FALSE,Yes,Yes,Yes,Yes,No,Yes,Yes,14,2022,Kingston 2022
c7d612892ae941250c2c45cec40e1a36,5951,Zika virus,Lucas Victor,Alves,"Zika virus seroprevalence in women who gave birth during Zika virus
outbreak in Brazil - a prospective observational study",10.1016/j.heliyon.2020.e04817,9,HELIYON,NA,NA,FALSE,NA,NA,Yes,Yes,No,Yes,Yes,6,2020,Alves 2020
a70224381775a2acb492d751a2b08825,5952,Zika virus,Erd,Queiroz,Spatial analysis of the incidence of Dengue; Zika and Chikungunya and socioeconomic determinants in the city of Rio de Janeiro; Brazil,10.1017/S0950268821001801,NA,EPIDEMIOLOGY AND INFECTION,NA,NA,FALSE,No,No,Yes,Yes,No,No,Yes,149,2021,Queiroz 2021
83e3df66715525fb60b96bce8e848aa5,5958,Zika virus,Chellamuthu,Gokila,"Modeling and simulations of a Zika virus as a
mosquito-borne transmitted disease with
environmental fluctuations",10.1515/ijnsns-2020-0145,1,International Journal of Nonlinear Sciences and Numerical Simulation,137,160,FALSE,No,No,NA,NA,NA,Yes,No,24,2021,Gokila 2021
