id,parameter_data_id,covidence_id,pathogen,parameter_type,parameter_value,exponent,parameter_unit,parameter_lower_bound,parameter_upper_bound,parameter_value_type,parameter_uncertainty_single_value,parameter_uncertainty_singe_type,parameter_uncertainty_lower_value,parameter_uncertainty_upper_value,parameter_uncertainty_type,cfr_ifr_numerator,cfr_ifr_denominator,distribution_type,distribution_par1_value,distribution_par1_type,distribution_par1_uncertainty,distribution_par2_value,distribution_par2_type,distribution_par2_uncertainty,method_from_supplement,method_moment_value,cfr_ifr_method,method_r,method_disaggregated_by,method_disaggregated,method_disaggregated_only,riskfactor_outcome,riskfactor_name,riskfactor_occupation,riskfactor_significant,riskfactor_adjusted,population_sex,population_sample_type,population_group,population_age_min,population_age_max,population_sample_size,population_country,population_location,population_study_start_day,population_study_start_month,population_study_start_year,population_study_end_day,population_study_end_month,population_study_end_year,genome_site,genomic_sequence_available,other_delay_start,other_delay_end,inverse_param,parameter_from_figure,r_pathway,parameter_class,parameter_bounds,comb_uncertainty_type,comb_uncertainty
1eae59447fd1956ca6022b186e49aeeb,debd20328d2b1cf8f8441bb58744162a,3932,SARS-CoV,Severity - case fatality rate (CFR),NA,0,Percentage (%),15.4,19.2,Mean,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Post outbreak,NA,NA,Other,TRUE,FALSE,NA,NA,NA,NA,NA,Both,Population based,General population,NA,NA,1743,"Hong Kong SAR,  China",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,Severity,15.4 - 19.2,NA,NA
1eae59447fd1956ca6022b186e49aeeb,fa8835280e6009848feb499a7fed5bcc,3932,SARS-CoV,Severity - case fatality rate (CFR),NA,0,Percentage (%),13.4,18.7,Mean,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Post outbreak,NA,NA,Other,TRUE,FALSE,NA,NA,NA,NA,NA,Both,Population based,General population,NA,NA,191,Canada,Toronto,2,Mar 03,2003,21,Apr 04,2003,NA,FALSE,NA,NA,FALSE,FALSE,NA,Severity,13.4 - 18.7,NA,NA
1eae59447fd1956ca6022b186e49aeeb,569727436883cbd7e5b4e9b2d076c8cf,3932,SARS-CoV,Risk factors,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Post outbreak,NA,NA,NA,FALSE,FALSE,Death,Other,NA,Not significant,Not adjusted,Both,Population based,General population,NA,NA,1743,"Hong Kong SAR,  China",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,Risk factors,NA,NA,NA
a2776e56689c242ac1deb4ff63985d85,2ab84d6d5a81bbf3df4ef5b237ef39b7,3934,SARS-CoV,Risk factors,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,End outbreak,NA,NA,NA,FALSE,FALSE,Recovery,Age;Cormobidity;Other,NA,Significant,Adjusted,Both,Hospital based,General population,13,74,88,"Hong Kong SAR,  China",Pamela Youde Nethersole Eastern Hospital,9,Mar 03,2003,28,Apr 04,2003,NA,FALSE,NA,NA,FALSE,FALSE,NA,Risk factors,NA,NA,NA
a2776e56689c242ac1deb4ff63985d85,06628daa08fac88d19b2203999528198,3934,SARS-CoV,Risk factors,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,End outbreak,NA,NA,NA,FALSE,FALSE,Recovery,Other;Sex,NA,Not significant,Adjusted,Both,Hospital based,General population,13,74,88,"Hong Kong SAR,  China",Pamela Youde Nethersole Eastern Hospital,9,Mar 03,2003,28,Apr 04,2003,NA,FALSE,NA,NA,FALSE,FALSE,NA,Risk factors,NA,NA,NA
818ec30e4c4e44830f7f1fa188a3c162,77f4bc13f365b5a3c5e7037fa85c63cc,4011,SARS-CoV,Reproduction number (Basic R0),NA,0,No units,0.595,176,Mean,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Mid outbreak,NA,Next generation matrix,Method,FALSE,TRUE,NA,NA,NA,NA,NA,Both,Hospital based,Mixed groups,NA,NA,390,"Hong Kong SAR,  China",Hospital P,11,Mar 03,2003,31,Jul 07,2003,NA,FALSE,NA,NA,FALSE,FALSE,Human-human,Reproduction number,0.595 - 176,NA,NA
818ec30e4c4e44830f7f1fa188a3c162,338bffc135abf9309ccb2fa8e48c8770,4011,SARS-CoV,Human delay - other human delay (go to section),4,0,Days,NA,NA,Mean,NA,NA,3.6,4.6,Other,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Mid outbreak,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,Both,Hospital based,Persons under investigation,NA,NA,390,"Hong Kong SAR,  China",Hospital P,11,Mar 03,2003,31,Jul 07,2003,NA,FALSE,Admission to Care/Hospitalisation,Recovery/non-Infectiousness,FALSE,FALSE,NA,Human delay,NA,Other,3.6 - 4.6
ad4064136ca837012e89cc855a3d340e,5b3abdb6ef1d07ae7c4aa7accf86d21b,4101,SARS-CoV,Severity - case fatality rate (CFR),6.4,0,Percentage (%),1.7,25.5,Other,NA,NA,NA,NA,NA,343,5327,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Mid outbreak,Naïve,NA,"Age, Occupation, Other, Region, Sex, Time",TRUE,FALSE,NA,NA,NA,NA,NA,Both,Population based,General population,0,93,5327,China,mainland China,16,Nov 11,2002,NA,NA,2003,NA,FALSE,NA,NA,FALSE,FALSE,NA,Severity,1.7 - 25.5,NA,NA
ad4064136ca837012e89cc855a3d340e,d67c627952a60f3f64dd7fcbdc9ec17a,4101,SARS-CoV,Risk factors,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Mid outbreak,NA,NA,NA,FALSE,FALSE,Death,Occupation;Other,Other,Not significant,Not adjusted,Both,Population based,General population,0,93,5327,China,Mainland China,16,Nov 11,2002,NA,NA,2003,NA,FALSE,NA,NA,FALSE,FALSE,NA,Risk factors,NA,NA,NA
ad4064136ca837012e89cc855a3d340e,ca3f9d1c9d6e2a3f41d6eb627ae43adb,4101,SARS-CoV,Risk factors,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Mid outbreak,NA,NA,NA,FALSE,FALSE,Death,Age;Occupation;Other;Sex,Healthcare,Significant,Not adjusted,Both,Population based,General population,0,93,5327,China,Mainland China,16,Nov 11,2002,NA,NA,2003,NA,FALSE,NA,NA,FALSE,FALSE,NA,Risk factors,NA,NA,NA
ad4064136ca837012e89cc855a3d340e,359e33cfc327ef5503d655115d2f364b,4101,SARS-CoV,Risk factors,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Mid outbreak,NA,NA,NA,FALSE,FALSE,Death,Occupation;Sex,Healthcare,Not significant,Adjusted,Both,Population based,General population,0,93,5327,China,Mainland China,16,Nov 11,2002,NA,NA,2003,NA,FALSE,NA,NA,FALSE,FALSE,NA,Risk factors,NA,NA,NA
ad4064136ca837012e89cc855a3d340e,371b0d8199c1ab25a1e41ad307db17bf,4101,SARS-CoV,Risk factors,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Mid outbreak,NA,NA,NA,FALSE,FALSE,Death,Age;Other,NA,Significant,Adjusted,Both,Population based,General population,0,93,5327,China,Mainland China,16,Nov 11,2002,NA,NA,2003,NA,FALSE,NA,NA,FALSE,FALSE,NA,Risk factors,NA,NA,NA
ad4064136ca837012e89cc855a3d340e,bc76ceb52da6d400b9e53ac01272bde1,4101,SARS-CoV,Severity - case fatality rate (CFR),7.3,0,Percentage (%),NA,NA,Other,NA,NA,NA,NA,NA,184,2522,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Mid outbreak,Naïve,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,Both,Population based,General population,NA,NA,2522,China,Beijing,16,Nov 11,2002,NA,NA,2003,NA,FALSE,NA,NA,FALSE,FALSE,NA,Severity,NA,NA,NA
ad4064136ca837012e89cc855a3d340e,26e77a069cc1553b8e60349f94b06f3e,4101,SARS-CoV,Severity - case fatality rate (CFR),12,0,Percentage (%),NA,NA,Other,NA,NA,NA,NA,NA,21,175,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Mid outbreak,Naïve,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,Both,Population based,General population,NA,NA,175,China,Tianjin,16,Nov 11,2002,NA,NA,2003,NA,FALSE,NA,NA,FALSE,FALSE,NA,Severity,NA,NA,NA
ad4064136ca837012e89cc855a3d340e,2b1e4b1fd8315cb2d8e8b9eb24f917ff,4101,SARS-CoV,Severity - case fatality rate (CFR),3.6,0,Percentage (%),NA,NA,Other,NA,NA,NA,NA,NA,54,1504,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Mid outbreak,Naïve,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,Both,Population based,General population,NA,NA,1504,China,Guangdong,16,Nov 11,2002,NA,NA,2003,NA,FALSE,NA,NA,FALSE,FALSE,NA,Severity,NA,NA,NA
ad4064136ca837012e89cc855a3d340e,73fb932c68029c9428276db166ba2171,4101,SARS-CoV,Severity - case fatality rate (CFR),5.4,0,Percentage (%),NA,NA,Other,NA,NA,NA,NA,NA,24,449,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Mid outbreak,Naïve,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,Both,Population based,General population,NA,NA,449,China,Shanxi,16,Nov 11,2002,NA,NA,2003,NA,FALSE,NA,NA,FALSE,FALSE,NA,Severity,NA,NA,NA
ad4064136ca837012e89cc855a3d340e,04ef12e966ad55a288a60bd0733750bd,4101,SARS-CoV,Severity - case fatality rate (CFR),9.9,0,Percentage (%),NA,NA,Other,NA,NA,NA,NA,NA,28,282,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Mid outbreak,Naïve,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,Both,Population based,General population,NA,NA,282,China,Inner Mongolia,16,Nov 11,2002,NA,NA,2003,NA,FALSE,NA,NA,FALSE,FALSE,NA,Severity,NA,NA,NA
61597542beda5ccc7a8e21ed49e44533,c3d9b3112a25c369f394fc61fc5514af,4107,SARS-CoV,Severity - case fatality rate (CFR),NA,0,No units,0.064,0.1442,Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Mid outbreak,Adjusted,NA,"Method, Time",TRUE,TRUE,NA,NA,NA,NA,NA,Both,Hospital based,Persons under investigation,NA,NA,1583,"Hong Kong SAR,  China",NA,2,Apr 04,2003,NA,May 05,2003,NA,FALSE,NA,NA,FALSE,FALSE,NA,Severity,0.064 - 0.1442,NA,NA
0f19c16b8ff5380472b6cbdaf32660c7,2d45d716b47d7ff558ca83b3fb8304bb,4133,SARS-CoV,Human delay - symptom onset>admission to care,4.8,0,Days,NA,NA,Mean,2.3,Standard deviation (Sd) [Estimator],NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Mid outbreak,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,Both,Hospital based,Persons under investigation,22,82,29,"Taiwan,  China","Shin Kong
Wu Ho-Su Memorial Hospital, Taipei",28,Mar 03,2003,30,Jun 06,2003,NA,FALSE,NA,NA,FALSE,FALSE,NA,Human delay,NA,Standard deviation (Sd) [Estimator],2.3
0f19c16b8ff5380472b6cbdaf32660c7,74332a72126bc69e81fed56c73c0c44a,4133,SARS-CoV,Human delay - other human delay (go to section),6.8,0,Days,NA,NA,Mean,2.9,Standard deviation (Sd) [Sample],NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Mid outbreak,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,Both,Hospital based,Persons under investigation,22,82,29,"Taiwan,  China","Shin Kong
Wu Ho-Su Memorial Hospital, Taipei",28,Mar 03,2003,30,Jun 06,2003,NA,FALSE,Admission to Care/Hospitalisation,Fever resolution,FALSE,FALSE,NA,Human delay,NA,Standard deviation (Sd) [Sample],2.9
0f19c16b8ff5380472b6cbdaf32660c7,171e60b25a9b6c1fada1357b56e3feea,4133,SARS-CoV,Human delay - other human delay (go to section),6.5,0,Days,NA,NA,Mean,2.9,Standard deviation (Sd) [Sample],NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Mid outbreak,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,Hospital based,Mixed groups,NA,NA,15,"Taiwan,  China","Shin Kong
Wu Ho-Su Memorial Hospital, Taipei",28,Mar 03,2003,30,Jun 06,2003,NA,FALSE,Admission to Care/Hospitalisation,Other: Diarrhoea onset,FALSE,FALSE,NA,Human delay,NA,Standard deviation (Sd) [Sample],2.9
0f19c16b8ff5380472b6cbdaf32660c7,560caeb0c01efea21fea36b84aeb0c43,4133,SARS-CoV,Human delay - other human delay (go to section),5.8,0,Days,NA,NA,Mean,2.8,Standard deviation (Sd) [Sample],NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Mid outbreak,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,Hospital based,Mixed groups,NA,NA,25,"Taiwan,  China","Shin Kong
Wu Ho-Su Memorial Hospital, Taipei",28,Mar 03,2003,30,Jun 06,2003,NA,FALSE,Admission to Care/Hospitalisation,Other: Dyspnoea onset,FALSE,FALSE,NA,Human delay,NA,Standard deviation (Sd) [Sample],2.8
0f19c16b8ff5380472b6cbdaf32660c7,0645e2aa3b9e4642b2834d2593f5267a,4133,SARS-CoV,Human delay - other human delay (go to section),5,0,Days,NA,NA,Mean,2.4,Standard deviation (Sd) [Sample],1,10,Range [Sample],NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Mid outbreak,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,Both,Hospital based,Persons under investigation,22,82,29,"Taiwan,  China","Shin Kong
Wu Ho-Su Memorial Hospital, Taipei",28,Mar 03,2003,30,Jun 06,2003,NA,FALSE,Symptom Onset/Fever,Initiation of ribavarin treatment,FALSE,FALSE,NA,Human delay,NA,Range [Sample],1 - 10
0f19c16b8ff5380472b6cbdaf32660c7,20b61efcefc28a67f47e8beca911c3e4,4133,SARS-CoV,Human delay - other human delay (go to section),9.2,0,Days,NA,NA,Mean,4,Standard deviation (Sd) [Sample],NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Mid outbreak,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,Both,Hospital based,Persons under investigation,22,82,29,"Taiwan,  China","Shin Kong
Wu Ho-Su Memorial Hospital, Taipei",28,Mar 03,2003,30,Jun 06,2003,NA,FALSE,Initiation of ribavirin treatment,End of ribavirin treatment,FALSE,FALSE,NA,Human delay,NA,Standard deviation (Sd) [Sample],4
0f19c16b8ff5380472b6cbdaf32660c7,5f3c56fdf24f12ba4bbafafb8f7f171f,4133,SARS-CoV,Human delay - other human delay (go to section),13.1,0,Days,NA,NA,Mean,10.3,Standard deviation (Sd) [Sample],NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Mid outbreak,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,Hospital based,Mixed groups,NA,NA,21,"Taiwan,  China","Shin Kong
Wu Ho-Su Memorial Hospital, Taipei",28,Mar 03,2003,30,Jun 06,2003,NA,FALSE,Initiation of intravenous steroid use,End of intravenous steroid use,FALSE,FALSE,NA,Human delay,NA,Standard deviation (Sd) [Sample],10.3
0f19c16b8ff5380472b6cbdaf32660c7,f6dcc9a5973a066c960c0e4db382d51d,4133,SARS-CoV,Severity - case fatality rate (CFR),13.8,0,Percentage (%),NA,NA,Unspecified,NA,NA,NA,NA,NA,4,29,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Mid outbreak,Naive,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,Both,Hospital based,Persons under investigation,22,82,29,"Taiwan,  China","Shin Kong
Wu Ho-Su Memorial Hospital, Taipei",28,Mar 03,2003,30,Jun 06,2003,NA,FALSE,NA,NA,FALSE,FALSE,NA,Severity,NA,NA,NA
0f19c16b8ff5380472b6cbdaf32660c7,c2683c240680711bdffe9849822b04bd,4133,SARS-CoV,Human delay - admission to care>discharge/recovery,22.6,0,Days,NA,NA,Mean,22,Standard deviation (Sd) [Sample],NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Mid outbreak,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,Hospital based,Mixed groups,NA,NA,25,"Taiwan,  China","Shin Kong
Wu Ho-Su Memorial Hospital, Taipei",28,Mar 03,2003,30,Jun 06,2003,NA,FALSE,NA,NA,FALSE,FALSE,NA,Human delay,NA,Standard deviation (Sd) [Sample],22
0f19c16b8ff5380472b6cbdaf32660c7,f53dd4e9ef937253c072bc22a6bb05d5,4133,SARS-CoV,Human delay - other human delay (go to section),9.7,0,Days,NA,NA,Mean,2.2,Standard deviation (Sd) [Sample],NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Mid outbreak,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,Hospital based,Mixed groups,NA,NA,9,"Taiwan,  China","Shin Kong
Wu Ho-Su Memorial Hospital, Taipei",28,Mar 03,2003,30,Jun 06,2003,NA,FALSE,Admission to Care/Hospitalisation,Intubation,FALSE,FALSE,NA,Human delay,NA,Standard deviation (Sd) [Sample],2.2
0f19c16b8ff5380472b6cbdaf32660c7,33c9ee5862a1215bfaf0c0033fee9924,4133,SARS-CoV,Human delay - other human delay (go to section),18.8,0,Days,NA,NA,Mean,NA,NA,11,40,Range [Sample],NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Mid outbreak,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,Hospital based,Mixed groups,NA,NA,5,"Taiwan,  China","Shin Kong
Wu Ho-Su Memorial Hospital, Taipei",28,Mar 03,2003,30,Jun 06,2003,NA,FALSE,Intubation,Extubation,FALSE,FALSE,NA,Human delay,NA,Range [Sample],11 - 40
0f19c16b8ff5380472b6cbdaf32660c7,6b0c8e0b16dae875c74d9c6d32ae4784,4133,SARS-CoV,Risk factors,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Mid outbreak,NA,NA,NA,FALSE,FALSE,Severe disease,Other,NA,Significant,Not adjusted,NA,Hospital based,Persons under investigation,22,82,29,"Taiwan,  China","Shin Kong
Wu Ho-Su Memorial Hospital, Taipei",28,Mar 03,2003,30,Jun 06,2003,NA,FALSE,NA,NA,FALSE,FALSE,NA,Risk factors,NA,NA,NA
0f19c16b8ff5380472b6cbdaf32660c7,8b3ad7d36277a9bc73985e18a682173d,4133,SARS-CoV,Risk factors,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Mid outbreak,NA,NA,NA,FALSE,FALSE,Severe disease,Age;Cormobidity;Household contact;Non-household contact;Other;Sex,NA,Not significant,Not adjusted,NA,Hospital based,Persons under investigation,22,82,29,"Taiwan,  China","Shin Kong
Wu Ho-Su Memorial Hospital, Taipei",28,Mar 03,2003,30,Jun 06,2003,NA,FALSE,NA,NA,FALSE,FALSE,NA,Risk factors,NA,NA,NA
1796f6f2207e56826267d049850b8806,0330db4eacd797d250068f54d4b95fc8,4184,SARS-CoV,Seroprevalence - IgG,2.3,0,Percentage (%),NA,NA,Unspecified,NA,NA,NA,NA,NA,3,131,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,End outbreak,Naive,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,Both,Hospital based,Healthcare workers,23,58,131,"Hong Kong SAR,  China",Prince of Wales Hospital,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,Seroprevalence,NA,NA,NA
1796f6f2207e56826267d049850b8806,04b4e496795c9d913d36dad8a82a2e92,4184,SARS-CoV,Seroprevalence - IgG,0,0,Percentage (%),NA,NA,Unspecified,NA,NA,NA,NA,NA,0,192,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,End outbreak,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,Both,Hospital based,Healthcare workers,20,61,192,"Hong Kong SAR,  China",Prince of Wales Hospital,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,Seroprevalence,NA,NA,NA
1796f6f2207e56826267d049850b8806,521095d9261348f80dbd500336f75000,4184,SARS-CoV,Attack rate,7.1,0,Percentage (%),0,11.8,Unspecified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Unspecified,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,Both,Hospital based,Healthcare workers,NA,NA,742,"Hong Kong SAR,  China",Prince of Wales Hospital,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,Attack rate,0 - 11.8,NA,NA
7d0acff551b51989f09174e359b89e08,329b70ccdc69cedc29f175962297b08f,4217,SARS-CoV,Human delay - symptom onset>death,27,0,Days,NA,NA,Mean,NA,NA,5,108,Range,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Unspecified,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,Both,Hospital based,Persons under investigation,43,99,20,Canada,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,Human delay,NA,Range,5 - 108
f8e9521d1f0e0349f1875c2a7224a8c2,1150e84c5759976e14d44b1ef1bdeda2,4233,SARS-CoV,Severity - case fatality rate (CFR),22.1,0,Percentage (%),NA,NA,Unspecified,NA,NA,NA,NA,NA,34,154,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Unspecified,Naive,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,Both,Hospital based,Persons under investigation,20,80,154,"Hong Kong SAR,  China",United Christian Hospital and Caritas Medical Centre,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,Severity,NA,NA,NA
f8e9521d1f0e0349f1875c2a7224a8c2,016ed1a853263465985949f078a382c3,4233,SARS-CoV,Human delay - symptom onset>death,32.4,0,Days,NA,NA,Mean,10.6,Standard Deviation,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Unspecified,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,Unspecified,Hospital based,Persons under investigation,NA,NA,34,"Hong Kong SAR,  China",United Christian Hospital and Caritas Medical Centre,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,Human delay,NA,Standard Deviation,10.6
68a1a13935268e71ca4a768b392b4559,66963709a5cc7573818b5f4c8fb76286,4263,SARS-CoV,Seroprevalence - IgG,0.19,0,Percentage (%),NA,NA,Unspecified,NA,NA,0.02,0.67,95% CI,2,1068,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Post outbreak,Naive,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,Both,Contact based,Persons under investigation,NA,NA,NA,"Hong Kong SAR,  China",Hong Kong,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,Seroprevalence,NA,95% CI,0.02 - 0.67
ea494ce157f4e5a19ca6bc90fd2005ee,13dbfd4d790e52c5905808fbb53c740f,4264,SARS-CoV,Severity - case fatality rate (CFR),17,0,Percentage (%),NA,NA,Unspecified,NA,NA,NA,NA,NA,299,1755,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Post outbreak,Naive,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,Both,Population based,Persons under investigation,NA,NA,1755,"Hong Kong SAR,  China",Hong Kong,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,Severity,NA,NA,NA
ea494ce157f4e5a19ca6bc90fd2005ee,4987f54dffaee63d29e4db349609a402,4264,SARS-CoV,Risk factors,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Post outbreak,NA,NA,NA,FALSE,FALSE,Death,Age;Cormobidity;Occupation;Other;Sex,Healthcare,Significant,Adjusted,Both,Population based,Persons under investigation,NA,NA,1755,"Hong Kong SAR,  China",Hong Kong,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,Risk factors,NA,NA,NA
ea494ce157f4e5a19ca6bc90fd2005ee,c17ce88a72ea238be7e4f704966115b4,4264,SARS-CoV,Risk factors,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Post outbreak,NA,NA,NA,FALSE,FALSE,Death,Age;Occupation;Other,Healthcare,Not significant,Adjusted,Both,Population based,Persons under investigation,NA,NA,1755,"Hong Kong SAR,  China",Hong Kong,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,Risk factors,NA,NA,NA
ea494ce157f4e5a19ca6bc90fd2005ee,8991fb3b7668c763db4b029297b3e915,4264,SARS-CoV,Human delay - incubation period,4.6,0,Days,NA,NA,Mean,15.9,Variance,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Post outbreak,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,Both,Population based,Persons under investigation,NA,NA,1755,"Hong Kong SAR,  China",Hong Kong,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,Human delay,NA,Variance,15.9
ea494ce157f4e5a19ca6bc90fd2005ee,77ed8a6ac0ec26da56024640e2338b3b,4264,SARS-CoV,Human delay - symptom onset>death,23.7,0,Days,NA,NA,NA,221,Variance,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Post outbreak,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,Both,Population based,Persons under investigation,NA,NA,1755,"Hong Kong SAR,  China",Hong Kong,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,Human delay,NA,Variance,221
ea494ce157f4e5a19ca6bc90fd2005ee,a1d1260dfbc9a47f1b90778cf3bae63a,4264,SARS-CoV,Human delay - symptom onset>discharge/recovery,26.5,0,Days,NA,NA,Mean,194.9,Variance,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Post outbreak,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,Both,Population based,Persons under investigation,NA,NA,1755,"Hong Kong SAR,  China",Hong Kong,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,Human delay,NA,Variance,194.9
