id,parameter_data_id,covidence_id,pathogen,parameter_type,parameter_value,exponent,parameter_unit,parameter_lower_bound,parameter_upper_bound,parameter_value_type,parameter_uncertainty_single_value,parameter_uncertainty_singe_type,parameter_uncertainty_lower_value,parameter_uncertainty_upper_value,parameter_uncertainty_type,cfr_ifr_numerator,cfr_ifr_denominator,distribution_type,distribution_par1_value,distribution_par1_type,distribution_par1_uncertainty,distribution_par2_value,distribution_par2_type,distribution_par2_uncertainty,method_from_supplement,method_moment_value,cfr_ifr_method,method_r,method_disaggregated_by,method_disaggregated,method_disaggregated_only,riskfactor_outcome,riskfactor_name,riskfactor_occupation,riskfactor_significant,riskfactor_adjusted,population_sex,population_sample_type,population_group,population_age_min,population_age_max,population_sample_size,population_country,population_location,population_study_start_day,population_study_start_month,population_study_start_year,population_study_end_day,population_study_end_month,population_study_end_year,genome_site,genomic_sequence_available,other_delay_start,other_delay_end,inverse_param,parameter_from_figure,parameter_class,ebola_variant,other_delay,article_qa_score
4a41f92b994680d22092e6bd209ea5bd,cc15dc9fb48ca40322a952ace41f1dab,5253,Ebola virus,"Reproduction number (Effective, Re)",NA,0,No units,0.098,0.97,Median,NA,NA,0.098,0.97,Range,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Mid outbreak,NA,Compartmental model,Region,TRUE,TRUE,NA,NA,NA,NA,NA,Unspecified,Population based,Persons under investigation,NA,NA,NA,Sierra Leone,Bo; Bombali; Kambia; Koinadugu; Kono; Moyamba; Port Loko; Tonkolili; Western Area,18,Jan,2015,18,Jan,2015,NA,TRUE,NA,NA,FALSE,FALSE,Reproduction number,Unspecified,NA to NA,100
512328c97407538a88b8558bdfc87fb1,fb39bda0eae23bedb48b6cb7f11a21be,5255,Ebola virus,Reproduction number (Basic R0),NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,NA,Compartmental model,NA,FALSE,FALSE,NA,NA,NA,NA,NA,Unspecified,Population based,Unspecified,NA,NA,NA,Guinea,Forecariah,1,Aug,2014,7,Jun,2015,NA,FALSE,NA,NA,FALSE,TRUE,Reproduction number,Unspecified,NA to NA,42.857142857142854
e08c5c6c9d77d2ffb3218402a508ffc9,cd07c15e27c532bfa9c46fb14fdf6468,5275,Ebola virus,Risk factors,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Unspecified,NA,NA,Time,TRUE,FALSE,Infection,Close contact;Funeral,NA,Unspecified,Unspecified,Both,Population based,Persons under investigation,NA,NA,8056,Sierra Leone,NA,23,May,2014,31,Jan,2015,NA,FALSE,NA,NA,FALSE,FALSE,Risk factors,Unspecified,NA to NA,40
e08c5c6c9d77d2ffb3218402a508ffc9,205c8f0bc2b88006c12b6575795e14d0,5275,Ebola virus,Risk factors,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Unspecified,NA,NA,Age,TRUE,TRUE,Infection,Age,NA,Significant,Unspecified,Both,Population based,Persons under investigation,NA,NA,8056,Sierra Leone,NA,23,May,2014,31,Jan,2015,NA,FALSE,NA,NA,FALSE,FALSE,Risk factors,Unspecified,NA to NA,40
9943bf351f7b7a863bf3686f46b4bbbf,d4c4b156e152c2deeadd3a8f4656bbfb,5286,Ebola virus,Seroprevalence - IFA,4.1,0,Percentage (%),3.32,20,Unspecified,NA,NA,3.12,5.28,CI95%,39,1390,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Post outbreak,Unspecified,NA,Level of exposure;Other;Sex;Symptoms,TRUE,FALSE,NA,NA,NA,NA,NA,Both,Contact based,General population,7,88,1390,Guinea,NA,12,May,2016,8,Sep,2017,NA,FALSE,NA,NA,FALSE,FALSE,Seroprevalence,Zaire Ebola virus (EBOV),NA to NA,100
9943bf351f7b7a863bf3686f46b4bbbf,ec6438cc1e38f95906a7bcecc5482455,5286,Ebola virus,Risk factors,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,Symptoms,TRUE,FALSE,Serology,Age;Other;Sex,NA,Not significant,Not adjusted,Both,Contact based,General population,7,88,1390,Guinea,NA,12,May,2016,8,Sep,2017,NA,FALSE,NA,NA,FALSE,FALSE,Risk factors,Zaire Ebola virus (EBOV),NA to NA,100
9943bf351f7b7a863bf3686f46b4bbbf,e90d17707e6de94f589207d185e32dff,5286,Ebola virus,Risk factors,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,Serology,Close contact;Funeral;Household contact;Other,NA,Significant,Not adjusted,Both,Contact based,General population,7,88,1390,Guinea,NA,12,May,2016,8,Sep,2017,NA,TRUE,NA,NA,FALSE,FALSE,Risk factors,Zaire Ebola virus (EBOV),NA to NA,100
9943bf351f7b7a863bf3686f46b4bbbf,494ccb4edf18b9658883358e35b344e2,5286,Ebola virus,Risk factors,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,Serology,Household contact;Other,NA,Not significant,Adjusted,Both,Contact based,General population,7,88,1390,Guinea,NA,12,May,2016,8,Sep,2017,NA,FALSE,NA,NA,FALSE,FALSE,Risk factors,Zaire Ebola virus (EBOV),NA to NA,100
9943bf351f7b7a863bf3686f46b4bbbf,817caa3bc371f5da06e1a3c5991e741a,5286,Ebola virus,Risk factors,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,Serology,Close contact;Funeral;Other,NA,Significant,Adjusted,Both,Contact based,General population,7,88,1390,Guinea,NA,12,May,2016,8,Sep,2017,NA,FALSE,NA,NA,FALSE,FALSE,Risk factors,Zaire Ebola virus (EBOV),NA to NA,100
587ee924997f0af6ea97617674561b7f,7f973e3f54a6c1606fcd898256fd9f0c,5323,Ebola virus,Reproduction number (Basic R0),1.403,0,No units,NA,NA,Unspecified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Mid outbreak,NA,Next generation matrix,NA,FALSE,FALSE,NA,NA,NA,NA,NA,Both,Population based,General population,NA,NA,NA,Guinea;Liberia;Sierra Leone,NA,NA,NA,2014,NA,NA,2015,NA,FALSE,NA,NA,FALSE,FALSE,Reproduction number,Unspecified,NA to NA,57.14285714285714
587ee924997f0af6ea97617674561b7f,abd7c67d191b91e34945c1e61f2224ac,5323,Ebola virus,"Reproduction number (Effective, Re)",1.013,0,No units,NA,NA,Mean,NA,NA,0.268,2.585,Range,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Mid outbreak,NA,Next generation matrix,NA,FALSE,FALSE,NA,NA,NA,NA,NA,Both,Population based,General population,NA,NA,NA,Guinea;Liberia;Sierra Leone,NA,NA,NA,2014,NA,NA,2015,NA,FALSE,NA,NA,FALSE,FALSE,Reproduction number,Unspecified,NA to NA,57.14285714285714
68da99e58c7fffbb067d5a2ba43abb66,2939a76eda383ace80d7effabffd08fd,5404,Ebola virus,Attack rate,2.7,0,Percentage (%),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,Both,Household based,General population,NA,NA,1161,Sierra Leone,Kailahun District,NA,May,2014,NA,Apr,2015,NA,FALSE,NA,NA,FALSE,FALSE,Attack rate,Unspecified,NA to NA,100
68da99e58c7fffbb067d5a2ba43abb66,d755e2e3a8fa234239f04954a227971a,5404,Ebola virus,Risk factors,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,Infection,Age;Other,NA,Significant,Adjusted,Both,Household based,General population,NA,NA,1161,Sierra Leone,Kailahun District,NA,May,2014,NA,Apr,2015,NA,FALSE,NA,NA,FALSE,FALSE,Risk factors,Unspecified,NA to NA,100
68da99e58c7fffbb067d5a2ba43abb66,04f48b06ca4222f306c51b81e1b309a9,5404,Ebola virus,Risk factors,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,Infection,Sex,NA,Not significant,Adjusted,Both,Household based,General population,NA,NA,1161,Sierra Leone,Kailahun District,NA,May,2014,NA,Apr,2015,NA,FALSE,NA,NA,FALSE,FALSE,Risk factors,Unspecified,NA to NA,100
68da99e58c7fffbb067d5a2ba43abb66,0daf9774fc20637763f8cfa745473337,5404,Ebola virus,Risk factors,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,Infection,Age;Other,NA,Significant,Not adjusted,Both,Household based,General population,NA,NA,1161,Sierra Leone,Kailahun District,NA,May,2014,NA,Apr,2015,NA,FALSE,NA,NA,FALSE,FALSE,Risk factors,Unspecified,NA to NA,100
68da99e58c7fffbb067d5a2ba43abb66,2662a22ba9e66235b5b63ea7dd8907e0,5404,Ebola virus,Risk factors,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,Infection,Sex,NA,Not significant,Not adjusted,Both,Household based,General population,NA,NA,1161,Sierra Leone,Kailahun District,NA,May,2014,NA,Apr,2015,NA,FALSE,NA,NA,FALSE,FALSE,Risk factors,Unspecified,NA to NA,100
68da99e58c7fffbb067d5a2ba43abb66,1adae76418a13d148d0c7e3b0e141ce2,5404,Ebola virus,Severity - case fatality rate (CFR),93.5,0,No units,NA,NA,NA,NA,NA,78.6,99.2,CI95%,29,31,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,Unspecified,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,Both,Household based,General population,NA,NA,31,Sierra Leone,Kailahun District,NA,May,2014,NA,Apr,2015,NA,FALSE,NA,NA,FALSE,FALSE,Severity,Unspecified,NA to NA,100
68da99e58c7fffbb067d5a2ba43abb66,30a0b8dda497674ef4e690542d6157f3,5404,Ebola virus,Human delay - Symptom Onset/Fever to Admission to Care/Hospitalisation,4,0,Days,NA,NA,Median,NA,NA,3,5,Inter Quartile Range (IQR),NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,Both,Household based,General population,NA,NA,31,Sierra Leone,Kailahun District,NA,May,2014,NA,Apr,2015,NA,FALSE,Symptom Onset/Fever,Admission to Care/Hospitalisation,FALSE,FALSE,Human delay,Unspecified,Symptom Onset/Fever to Admission to Care/Hospitalisation,100
571f92e8ce8fefdcf28b83f8b6157165,d01e1668b8b140155cac97c37ecdf8c6,5419,Ebola virus,Severity - case fatality rate (CFR),77,0,Percentage (%),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,Unspecified,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,Unspecified,Population based,General population,0,71,317,Congo; Dem. Rep.,Kikwit,13,Jan,1995,24,Aug,1995,NA,FALSE,NA,NA,FALSE,FALSE,Severity,Unspecified,NA to NA,40
378419c9fce374381317663dbee3dcf2,2305be64ee4dd4f61484f89613c3bec5,5456,Ebola virus,Reproduction number (Basic R0),0.842,0,No units,NA,NA,Mean,NA,NA,0.589,1.15,CRI95%,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,Unspecified,Population based,General population,NA,NA,69,Congo; Dem. Rep.,NA,NA,NA,2014,NA,NA,2014,NA,FALSE,NA,NA,FALSE,FALSE,Reproduction number,Unspecified,NA to NA,42.857142857142854
378419c9fce374381317663dbee3dcf2,04973a6b95e6453a342f46d71295675d,5456,Ebola virus,Human delay - infectious period,16.18,0,Days,NA,NA,Mean,NA,NA,6.65,27.9,CRI95%,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,Unspecified,Population based,General population,NA,NA,69,Congo; Dem. Rep.,NA,NA,NA,2014,NA,NA,2014,NA,FALSE,NA,NA,FALSE,FALSE,Human delay,Unspecified,NA to NA,42.857142857142854
24f498382b5dd48963e2a748fa3c4ab4,b7274feb6d45862c7111fd1515158e7d,5476,Ebola virus,"Reproduction number (Effective, Re)",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,NA,Empirical (contact tracing),Region,TRUE,FALSE,NA,NA,NA,NA,NA,NA,Population based,General population,NA,NA,NA,Guinea;Sierra Leone,NA,NA,Jan,2015,NA,Apr,2015,NA,FALSE,NA,NA,FALSE,TRUE,Reproduction number,Unspecified,NA to NA,57.14285714285714
b48d3d1776105221a85afbed1d8dfed1,b41b2d6335fe1309f99cae7b42de833c,5565,Ebola virus,Risk factors,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Unspecified,NA,NA,NA,FALSE,FALSE,Death,Age;Close contact;Other,NA,Significant,Adjusted,Unspecified,Household based,Household contacts of survivors,NA,NA,227,Sierra Leone,Kerry Town,NA,Jun,2015,NA,Jan,2016,NA,FALSE,NA,NA,FALSE,FALSE,Risk factors,Unspecified,NA to NA,14.285714285714285
b48d3d1776105221a85afbed1d8dfed1,8aab6691d305170b42ffa5cbef4745c8,5565,Ebola virus,Risk factors,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Unspecified,NA,NA,NA,FALSE,FALSE,Death,Occupation;Sex,Healthcare;Other,Not significant,Adjusted,Unspecified,Household based,Household contacts of survivors,NA,NA,227,Sierra Leone,Kerry Town,NA,Jun,2015,NA,Jan,2016,NA,FALSE,NA,NA,FALSE,FALSE,Risk factors,Unspecified,NA to NA,14.285714285714285
b48d3d1776105221a85afbed1d8dfed1,a59ad375afc6fe7ef595ca99d0f9209a,5565,Ebola virus,Severity - case fatality rate (CFR),57.5,0,Percentage (%),NA,NA,NA,NA,NA,NA,NA,NA,227,395,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Unspecified,Naive,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,Unspecified,Household based,Household contacts of survivors,NA,NA,395,Sierra Leone,Kerry Town,NA,Jun,2015,NA,Jan,2016,NA,FALSE,NA,NA,FALSE,FALSE,Severity,Unspecified,NA to NA,14.285714285714285
3a9a2cf01fe2b70990219fe403f6394f,3093b709895ef80add6d995b22a10bf3,5566,Ebola virus,Risk factors,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Unspecified,NA,NA,NA,FALSE,FALSE,Infection,Age;Other,NA,Significant,Adjusted,Both,Household based,Household contacts of survivors,0,2,64,Sierra Leone,Kerry Town,NA,Jul,2015,NA,Sep,2015,NA,FALSE,NA,NA,FALSE,FALSE,Risk factors,Unspecified,NA to NA,85.71428571428571
3a9a2cf01fe2b70990219fe403f6394f,3c48648a58db56407eef57b1a61417b5,5566,Ebola virus,Risk factors,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Unspecified,NA,NA,NA,FALSE,FALSE,Infection,Other;Sex,NA,Not significant,Adjusted,Both,Household based,Household contacts of survivors,0,2,64,Sierra Leone,Kerry Town,NA,Jul,2015,NA,Sep,2015,NA,FALSE,NA,NA,FALSE,FALSE,Risk factors,Unspecified,NA to NA,85.71428571428571
42d3a0c8fabb3060858b206711272523,b73cc61122ba511038c7499dbe63040d,5567,Ebola virus,Risk factors,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,Other,Age;Occupation;Other,Education;Healthcare;Livestock and animal herders;Other,Significant,Adjusted,Both,Household based,Household contacts of survivors,NA,NA,937,Sierra Leone,Kerry Town,NA,NA,2014,NA,NA,2015,NA,FALSE,NA,NA,FALSE,FALSE,Risk factors,Unspecified,NA to NA,85.71428571428571
42d3a0c8fabb3060858b206711272523,4a963622000e3c3fae4fafc0e2d719e5,5567,Ebola virus,Risk factors,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,Other,Age,NA,Not significant,Adjusted,Both,Household based,Household contacts of survivors,NA,NA,937,Sierra Leone,Kerry Town,NA,NA,2014,NA,NA,2015,NA,FALSE,NA,NA,FALSE,FALSE,Risk factors,Unspecified,NA to NA,85.71428571428571
42d3a0c8fabb3060858b206711272523,f7cc94f52942de4defbbccbf5a8d46a9,5567,Ebola virus,Risk factors,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,Other,Age;Other,NA,Significant,Adjusted,Both,Household based,Household contacts of survivors,NA,NA,937,Sierra Leone,Kerry Town,NA,NA,2014,NA,NA,2015,NA,FALSE,NA,NA,FALSE,FALSE,Risk factors,Unspecified,NA to NA,85.71428571428571
42d3a0c8fabb3060858b206711272523,8ad9ba953dbc3cdc24f0347387856f7f,5567,Ebola virus,Risk factors,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,Other,Occupation;Sex,Education;Healthcare;Livestock and animal herders;Other,Not significant,Adjusted,Both,Household based,Household contacts of survivors,NA,NA,937,Sierra Leone,Kerry Town,NA,NA,2014,NA,NA,2015,NA,FALSE,NA,NA,FALSE,FALSE,Risk factors,Unspecified,NA to NA,85.71428571428571
daf233cf1818bec7690f136af1a79747,9188efb22e2699c63ad785b9dc35424f,5575,Ebola virus,Seroprevalence - IFA,9.7,0,Percentage (%),3.2,23.5,Mean,NA,NA,3.2,23.5,Range,147,1517,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Unspecified,NA,NA,Age;Other;Region,TRUE,FALSE,NA,NA,NA,NA,NA,Both,Community based,General population,NA,NA,1517,Cameroon,Moloundou; Lomie; Lolodorf-Bipindi; Pete; Yaounde,NA,NA,1979,NA,NA,1980,NA,FALSE,NA,NA,FALSE,FALSE,Seroprevalence,Unspecified,NA to NA,40
daf233cf1818bec7690f136af1a79747,c0cad27b3ca389ec476104796bf3dba4,5575,Ebola virus,Risk factors,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Unspecified,NA,NA,NA,FALSE,FALSE,Serology,Age;Other,Livestock and animal herders,Significant,Unspecified,Both,Community based,General population,NA,NA,1517,Cameroon,Moloundou; Lomie; Lolodorf-Bipindi; Pete; Yaounde,NA,NA,1979,NA,NA,1980,NA,FALSE,NA,NA,FALSE,FALSE,Risk factors,Unspecified,NA to NA,40
daf233cf1818bec7690f136af1a79747,d418c94df5fad7f195027b961323eaa4,5575,Ebola virus,Risk factors,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Unspecified,NA,NA,NA,FALSE,FALSE,Serology,Sex,NA,Not significant,Unspecified,Both,Community based,General population,NA,NA,1517,Cameroon,Moloundou; Lomie; Lolodorf-Bipindi; Pete; Yaounde,NA,NA,1979,NA,NA,1980,NA,FALSE,NA,NA,FALSE,FALSE,Risk factors,Unspecified,NA to NA,40
8e411759bbe21e1a01a5ca470a7e21d6,4891c99bd2399bb61adce487c15f4854,5601,Ebola virus,Human delay - Admission to Care/Hospitalisation to Discharge from Care/Hospital,8,0,Days,NA,NA,Mean,NA,NA,2,11,Range,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Mid outbreak,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,Both,Community based,Persons under investigation,2,70,26,Uganda,Masindi,21,Oct,2000,22,Dec,2000,NA,FALSE,Admission to Care/Hospitalisation,Discharge from Care/Hospital,FALSE,FALSE,Human delay,Unspecified,Admission to Care/Hospitalisation to Discharge from Care/Hospital,20
8e411759bbe21e1a01a5ca470a7e21d6,04f6df2130aef242edcf7fcc95158c5c,5601,Ebola virus,Risk factors,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Mid outbreak,NA,NA,NA,FALSE,FALSE,Death,Other,NA,Unspecified,Adjusted,Both,Community based,Persons under investigation,NA,NA,17,Uganda,Masindi,21,Oct,2000,22,Dec,2000,NA,FALSE,NA,NA,FALSE,FALSE,Risk factors,Unspecified,NA to NA,20
8e411759bbe21e1a01a5ca470a7e21d6,9220ff5c638dfa90bfb7c031126a204b,5601,Ebola virus,Risk factors,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Mid outbreak,NA,NA,NA,FALSE,FALSE,Death,Occupation,Healthcare,Significant,Adjusted,Both,Community based,Persons under investigation,NA,NA,17,Uganda,Masindi,21,Oct,2000,22,Dec,2000,NA,FALSE,NA,NA,FALSE,FALSE,Risk factors,Unspecified,NA to NA,20
8e411759bbe21e1a01a5ca470a7e21d6,331a7274b9375b8e4340281ff2652094,5601,Ebola virus,Severity - case fatality rate (CFR),69,0,Percentage (%),NA,NA,NA,NA,NA,NA,NA,NA,18,26,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Mid outbreak,Naive,NA,Other,TRUE,FALSE,NA,NA,NA,NA,NA,Both,Community based,Persons under investigation,2,70,26,Uganda,Masindi,21,Oct,2000,22,Dec,2000,NA,FALSE,NA,NA,FALSE,FALSE,Severity,Unspecified,NA to NA,20
8e411759bbe21e1a01a5ca470a7e21d6,347f002bc47e1b78c376111d87289747,5601,Ebola virus,Human delay - Symptom Onset/Fever to Seeking Care,2,0,Days,NA,NA,Mean,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Mid outbreak,NA,NA,Occupation,TRUE,FALSE,NA,NA,NA,NA,NA,Both,Community based,Other,2,70,35,Uganda,Masindi,21,Oct,2000,22,Dec,2000,NA,FALSE,Symptom Onset/Fever,Seeking Care,FALSE,FALSE,Human delay,Unspecified,Symptom Onset/Fever to Seeking Care,20
8e411759bbe21e1a01a5ca470a7e21d6,bf496cc3ee5ff743a73cc3aa14946b9f,5601,Ebola virus,Human delay - Admission to Care/Hospitalisation to Death,6.1,0,Days,NA,NA,Mean,NA,NA,2,13,Range,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Mid outbreak,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,Both,Community based,Persons under investigation,2,70,26,Uganda,Masindi,21,Oct,2000,22,Dec,2000,NA,FALSE,Admission to Care/Hospitalisation,Death,FALSE,FALSE,Human delay,Unspecified,Admission to Care/Hospitalisation to Death,20
528f58ff167fbec7803821de64a0e190,f20eda54363447c72868f2538f8d9f9c,5620,Ebola virus,Reproduction number (Basic R0),1.83,0,No units,NA,NA,Median,0.06,Standard deviation (Sd),NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Mid outbreak,NA,Compartmental model,NA,FALSE,FALSE,NA,NA,NA,NA,NA,Unspecified,Population based,General population,NA,NA,315,Congo; Dem. Rep.,Bandundu,6,Mar,1995,12,Jul,1995,NA,FALSE,NA,NA,FALSE,FALSE,Reproduction number,Unspecified,NA to NA,28.57142857142857
528f58ff167fbec7803821de64a0e190,b2ece66eb88674cd3bd46ee51cfd7df1,5620,Ebola virus,Reproduction number (Basic R0),1.34,0,No units,NA,NA,Median,0.03,Standard deviation (Sd),NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Mid outbreak,NA,Compartmental model,NA,FALSE,FALSE,NA,NA,NA,NA,NA,Unspecified,Population based,General population,NA,NA,425,Uganda,Gulu; Masindi; Mbara,20,Aug,2000,7,Jan,2001,NA,FALSE,NA,NA,FALSE,FALSE,Reproduction number,Unspecified,NA to NA,28.57142857142857
36f6840f9742c398cbbdeed162f9b2d5,848ac5d0f724094e6ef7616a0836d1be,5653,Ebola virus,Severity - case fatality rate (CFR),62.9,0,Percentage (%),NA,NA,Unspecified,NA,NA,NA,NA,NA,437,695,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Unspecified,Adjusted,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,Both,Hospital based,Persons under investigation,0,20,695,Guinea,NA,NA,Jan,2014,NA,Dec,2015,NA,FALSE,NA,NA,FALSE,FALSE,Severity,Unspecified,NA to NA,100
36f6840f9742c398cbbdeed162f9b2d5,6b9bacfd9d5977922dcacd6811e48f69,5653,Ebola virus,Risk factors,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Unspecified,NA,NA,NA,FALSE,FALSE,Death,Age,NA,Significant,Adjusted,Both,Hospital based,Persons under investigation,0,20,695,Guinea,NA,NA,Jan,2014,NA,Dec,2015,NA,FALSE,NA,NA,FALSE,FALSE,Risk factors,Unspecified,NA to NA,100
36f6840f9742c398cbbdeed162f9b2d5,46a079119410c65564df6956c995ce0a,5653,Ebola virus,Risk factors,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Unspecified,NA,NA,NA,FALSE,FALSE,Death,Sex,NA,Not significant,Adjusted,Both,Hospital based,Persons under investigation,0,20,695,Guinea,NA,NA,Jan,2014,NA,Dec,2015,NA,FALSE,NA,NA,FALSE,FALSE,Risk factors,Unspecified,NA to NA,100
80895621f205e8e71e1204057534b4f7,ae520f751481a3538a3ffb3969228555,5654,Ebola virus,Severity - case fatality rate (CFR),68.1,0,Percentage (%),NA,NA,Unspecified,NA,NA,NA,NA,NA,1573,2310,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Unspecified,Adjusted,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,Both,Hospital based,Persons under investigation,20,NA,2310,Guinea,NA,NA,Jan,2014,NA,Dec,2015,NA,FALSE,NA,NA,FALSE,FALSE,Severity,Unspecified,NA to NA,100
80895621f205e8e71e1204057534b4f7,ccb586da3fa4dfaaf9e94ab943832712,5654,Ebola virus,Risk factors,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Unspecified,NA,NA,NA,FALSE,FALSE,Death,Age,NA,Significant,Adjusted,Both,Hospital based,Persons under investigation,20,NA,2310,Guinea,NA,NA,Jan,2014,NA,Dec,2015,NA,FALSE,NA,NA,FALSE,FALSE,Risk factors,Unspecified,NA to NA,100
