Title,Authors,Abstract,Published Year,Published Month,Journal,Volume,Issue,Pages,Accession Number,DOI,Ref,Covidence #,Study,Notes,Tags
Health outcomes associated with Zika virus infection in humans: a systematic review of systematic reviews.,Ximenes R; Ramsay LC; Miranda RN; Morris SK; Murphy K; Sander B,"OBJECTIVE: With the emergence of Zika virus (ZIKV) disease in Central and South America in the mid-2010s and recognition of the teratogenic effects of congenital exposure to ZIKV, there has been a substantial increase in new research published on ZIKV. Our objective is to synthesise the literature on health outcomes associated with ZIKV infection in humans. METHODS: We conducted a systematic review (SR) of SRs following Preferred Reporting Items for Systematic Reviews and Meta-Analyses guidelines. We searched MEDLINE, Embase, Cochrane and LILACS (Literatura Latino-Americana e do Caribe em Ciências da Saúde) databases from inception to 22 July 2019, and included SRs that reported ZIKV-associated health outcomes. Three independent reviewers selected eligible studies, extracted data and assessed the quality of included SRs using the AMSTAR 2 (A MeaSurement Tool to Assess Systematic Reviews 2) tool. Conflicts were resolved by consensus or consultation with a third reviewer. RESULTS: The search yielded 1382 unique articles, of which 21 SRs met our inclusion criteria. The 21 SRs ranged from descriptive to quantitative data synthesis, including four meta-analyses. The most commonly reported ZIKV-associated manifestations and health outcomes were microcephaly, congenital abnormalities, brain abnormalities, neonatal death and Guillain-Barré syndrome. The included reviews were highly heterogeneous. The overall quality of the SRs was critically low with all studies having more than one critical weakness. CONCLUSION: The evolving nature of the literature on ZIKV-associated health outcomes, together with the critically low quality of existing SRs, demonstrates the need for high-quality SRs to guide patient care and inform policy decision making. PROSPERO REGISTRATION NUMBER: CRD42018091087.",2019,Nov,BMJ Open,9,11,e032275,,10.1136/bmjopen-2019-032275,31685512,#12176,Ximenes 2019,Exclusion reason: reports metrics from other papers (not original estimates or primary data); ,Review
Incidence of Guillain-Barré syndrome at a secondary centre during the 2016 zika outbreak.,Del Carpio Orantes L; Juárez Rangel FJ; García-Méndez S,"INTRODUCTION: Although Guillain-Barré syndrome is rare, a marked increase in incidence was observed during the 2016 Zika outbreak in the Americas, with no direct causal relationship being apparent in all cases. METHODS: Cases of febrile exanthematous disease and acute flaccid paralysis were reviewed during the period from 1 August to 15 December, 2016; clinical and biochemical assessment was performed for each case to identify Zika-related Guillain-Barré syndrome. RESULTS: During the study period, we identified 8 patients (6 men and 2 women) with Zika-related Guillain-Barré syndrome, with the most affected age group being 50-59 years. The highest incidence was in the month of September, with 7 cases. The most frequent symptoms were rash and conjunctivitis, followed by fever. The most common presentation was symmetrical ascending paralysis, present in 7 cases. Cranial nerve VII was the most frequently involved nerve. Only 2 patients presented albuminocytologic dissociation. RT-PCR returned negative results for Zika virus in all patients. All patients received intravenous immunoglobulin and all had a good prognosis. None warranted mechanical ventilation. No deaths were recorded. The cumulative incidence rate was 3.9%, monthly incidence was between 0.04 and 2 cases/month. CONCLUSIONS: Cases of Guillain-Barré syndrome increased during the Zika outbreak, with an increase in incidence and number of cases per month; however, a direct causal relationship between the 2 conditions could not be demonstrated.",2020,Apr,Neurologia (Engl Ed),35,3,160-164,,10.1016/j.nrl.2017.07.019,28958396,#12264,DelCarpioOrantes 2020,Exclusion reason: not in English; Extractor (2024-08-13 04:17:21)(Select): spanish; Extractor (2024-04-17 18:20:50)(Screen): risk factors?; ,
"Temporal trends in diagnoses of congenital microcephaly, Texas Hospital Discharge Diagnoses, 2000-2015.",Waller DK; Tark JY; Agopian AJ; Shewale J; Ganduglia-Cazaban C; Hoyt AT; Scheuerle AE; Langlois PH,"OBJECTIVE: Assess temporal trends in congenital microcephaly. METHODS: We used Texas inpatient discharge diagnoses between 2000 and 2015, restricting to newborns. Between 2000 and 2003, the maximum number of fields for recording diagnostic codes was eight, and between 2004 and 2015 it was 24. Microcephaly was classified into four subgroups based on co-occurring diagnoses: A (Known Causes), B (Other Birth Defects), C (Preterm Birth or Fetal Growth Restriction) and D (Isolated Cases). RESULTS: We identified 2,301 cases of microcephaly or 4.0 cases per 10,000 live births. There was an increase in the prevalence of microcephaly in 2012-2015 compared with 2000-2003, odds ratio = 1.85 (95% CI 1.64-2.10) Significant temporal increases in microcephaly were observed within each of the four microcephaly subgroups and significant temporal increases were also observed for eight other neonatal diagnoses during the same time period. When we restricted our analysis to cases with microcephaly identified using only the eight diagnostic codes available throughout the entire study period, the temporal trend for microcephaly was diminished or absent. CONCLUSIONS: It remains uncertain whether the observed increases in microcephaly and other neonatal diagnoses are real or an artifact of the change in the number of fields. However, since it is unlikely that there would be a simultaneous increase in microcephaly and eight other neonatal diagnoses, it is likely that some or all of the temporal increases in neonatal diagnoses are artifactual.",2019,Jun,Birth Defects Res,111,10,584-590,,10.1002/bdr2.1491,30864280,#12266,Waller 2019,Exclusion reason: no report of parameters (including seroprevalence and other measures of interest) or transmission models or historical outbreaks; ,
"Estimation of the Size of Dengue and Zika Infection Among Korean Travelers to Southeast Asia and Latin America, 2016-2017.",Chu C; Shin ES,"OBJECTIVES: To estimate the number and risk of imported infections resulting from people visiting Asian and Latin American countries. METHODS: The dataset of visitors to 5 Asian countries with dengue were analyzed for 2016 and 2017, and in the Philippines, Thailand and Vietnam, imported cases of zika virus infection were also reported. For zika virus, a single imported case was reported from Brazil in 2016, and 2 imported cases reported from the Maldives in 2017. To understand the transmissibility in 5 Southeast Asian countries, the estimate of the force of infection, i.e., the hazard of infection per year and the average duration of travel has been extracted. Outbound travel numbers were retrieved from the World Tourism Organization, including business travelers. RESULTS: The incidence of imported dengue in 2016 was estimated at 7.46, 15.00, 2.14, 4.73 and 2.40 per 100,000 travelers visiting Philippines, Indonesia, Thailand, Malaysia and Vietnam, respectively. Similarly, 2.55, 1.65, 1.53, 1.86 and 1.70 per 100,000 travelers in 2017, respectively. It was estimated that there were 60.1 infections (range: from 16.8 to 150.7 infections) with zika virus in Brazil, 2016, and 345.6 infections (range: from 85.4 to 425.5 infections) with zika virus in the Maldives, 2017. CONCLUSION: This study emphasizes that dengue and zika virus infections are mild in their nature, and a substantial number of infections may go undetected. An appropriate risk assessment of zika virus infection must use the estimated total size of infections.",2019,Dec,Osong Public Health Res Perspect,10,6,394-398,,10.24171/j.phrp.2019.10.6.10,31897369,#12403,Chu 2019,Exclusion reason: no report of parameters (including seroprevalence and other measures of interest) or transmission models or historical outbreaks; Extractor (2024-05-01 22:16:03)(Select): model; ,
A to Z of Zika Virus: A Comprehensive Review for Clinicians.,Arora HS,"Since its first outbreak in 2007 in the Pacific (Yap islands and Federal States of Micronesia), Zika virus has gradually and recently spread to the Americas in 2015. The neurotropic character of the virus was first noted during this outbreak in Brazil in 2015. Increasing number of infants born with microcephaly and other congenital deformities were identified through studies that have highlighted the importance of prevention of transmission of Zika virus in pregnant women. Long-term outcomes in infants born with this infection are now better understood than at the time of onset of this outbreak. Topics covered in this review include the history, modes of transmission, diagnosis of suspected cases, pathophysiology, complications, and prevention of Zika virus infection.",2020,,Glob Pediatr Health,7,,2333794X20919595,,10.1177/2333794X20919595,32529004,#12415,Arora 2020,Exclusion reason: no report of parameters (including seroprevalence and other measures of interest) or transmission models or historical outbreaks; ,
"An optimal control model for COVID-19, zika, dengue, and chikungunya co-dynamics with reinfection.",Omame A; Isah ME; Abbas M,"The co-circulation of different emerging viral diseases is a big challenge from an epidemiological point of view. The similarity of symptoms, cases of virus co-infection, and cross-reaction can mislead in the diagnosis of the disease. In this article, a new mathematical model for COVID-19, zika, chikungunya, and dengue co-dynamics is developed and studied to assess the impact of COVID-19 on zika, dengue, and chikungunya dynamics and vice-versa. The local and global stability analyses are carried out. The model is shown to undergo a backward bifurcation under a certain condition. Global sensitivity analysis is also performed on the parameters of the model to determine the most dominant parameters. If the zika-related reproduction number ℛ0Z is used as the response function, then important parameters are: the effective contact rate for vector-to-human transmission of zika ( β2h , which is positively correlated), the human natural death rate ( ϑh , positively correlated), and the vector recruitment rate ( Ψv , also positively correlated). In addition, using the class of individuals co-infected with COVID-19 and zika ( ℐCZh ) as response function, the most dominant parameters are: the effective contact rate for COVID-19 transmission ( β1 , positively correlated), the effective contact rate for vector-to-human transmission of zika ( β2h , positively correlated). To control the co-circulation of all the diseases adequately under an endemic setting, time dependent controls in the form of COVID-19, zika, dengue, and chikungunya preventions are incorporated into the model and analyzed using the Pontryagin's principle. The model is fitted to real COVID-19, zika, dengue, and chikungunya datasets for Espirito Santo (a city with the co-circulation of all the diseases), in Brazil and projections made for the cumulative cases of each of the diseases. Through simulations, it is shown that COVID-19 prevention could greatly reduce the burden of co-infections with zika, dengue, and chikungunya. The negative impact of the COVID-19 pandemic on the control of the arbovirus diseases is also highlighted. Furthermore, it is observed that prevention controls for zika, dengue, and chikungunya can significantly reduce the burden of co-infections with COVID-19.",2022,Sep,Optim Control Appl Methods,,,,,10.1002/oca.2936,36248678,#12446,Omame 2022,Exclusion reason: Co-infection study; ,
"Infectious agents in biological samples from patients with Guillain-Barré syndrome in Peru, 2018-2019.",Pachas P; Donaires F; Gavilán RG; Quino W; Vidal M; Cabezas C; García M; Huaringa M; Peceros F; Valdivia F; Solari L,"OBJECTIVE: To describe the results of laboratory tests performed on biological samples from patients with Guillain-Barré syndrome (GBS) submitted to the Instituto Nacional de Salud (INS) between 2018 and 2019. MATERIALS AND METHODS: We conducted an observational study on patients with GBS, by using data from the epidemiological surveillance system. Biological samples, previously analyzed at the INS, were obtained to study arboviruses, respiratory viruses, enteroviruses and enterobacteria, among others. RESULTS: A total of 2,051 specimens were obtained from 906 patients with GBS. Three patients tested positive for dengue and three for Zika. In 19 patients, the stool culture was positive for Campylobacter jejuni. Phylogenetic analysis of 10 Campylobacter jejuni strains classified them as genotype ST2993, which was previously reported in China and associated to a GBS outbreak. Twelve cerebrospinal fluid samples tested positive for enterovirus by PCR in 2018, but none could be verified by culture or complete genome sequencing during the study. One patient was positive for influenza A, two for influenza B, two for adenovirus, five for respiratory syncytial virus, and ten for rinovirus. CONCLUSION: Several pathogens were found in samples from patients with GBS. However, we found that the genotype ST2993 of Campylobacter jejuni was the most likely causal agent, a pathogen that is related to GBS outbreaks in different continents. It is necessary to confirm this hypothesis with additional analytical studies and it is important to describe the transmission mechanism of C. jejuni genotype ST2993 in order to implement prevention and control measures.",2020,Oct-Dec,Rev Peru Med Exp Salud Publica,37,4,681-688,,10.17843/rpmesp.2020.374.5169,33566907,#12453,Pachas 2020,Exclusion reason: no report of parameters (including seroprevalence and other measures of interest) or transmission models or historical outbreaks; Extractor (2024-08-21 17:52:04)(Select): seroprevalence; Extractor (2024-03-27 01:22:05)(Screen): could be sero?; ,
"Do socioeconomic factors drive Aedes mosquito vectors and their arboviral diseases? A systematic review of dengue, chikungunya, yellow fever, and Zika Virus.",Whiteman A; Loaiza JR; Yee DA; Poh KC; Watkins AS; Lucas KJ; Rapp TJ; Kline L; Ahmed A; Chen S; Delmelle E; Oguzie JU,"As the threat of arboviral diseases continues to escalate worldwide, the question of, ""What types of human communities are at the greatest risk of infection?"" persists as a key gap in the existing knowledge of arboviral diseases transmission dynamics. Here, we comprehensively review the existing literature on the socioeconomic drivers of the most common Aedes mosquito-borne diseases and Aedes mosquito presence/abundance. We reviewed a total of 182 studies on dengue viruses (DENV), chikungunya virus (CHIKV), yellow fever virus (YFVV), Zika virus (ZIKV), and presence of Aedes mosquito vectors. In general, associations between socioeconomic conditions and both Aedes-borne diseases and Aedes mosquitoes are highly variable and often location-specific. Although 50% to 60% of studies found greater presence or prevalence of disease or vectors in areas with lower socioeconomic status, approximately half of the remaining studies found either positive or null associations. We discuss the possible causes of this lack of conclusiveness as well as the implications it holds for future research and prevention efforts.",2020,Dec,One Health,11,,100188,,10.1016/j.onehlt.2020.100188,33392378,#12581,Whiteman 2020,Exclusion reason: reports metrics from other papers (not original estimates or primary data); ,Review
History of arthropod-borne virus infections in French Polynesia.,Aubry M; Cao-Lormeau VM,"In French Polynesia, arthropod-borne diseases are major public health problems. From the mid-1940s, the four serotypes of dengue virus (DENV-1 to -4) have caused 15 epidemics of variable severity. In 2013, for the first time, a sustained co-circulation of two different DENV serotypes (DENV-1 and -3) was reported. The same year, Zika virus (ZIKV) caused the largest outbreak ever recorded at that time. Severe neurologic complications in adults, including Guillain-Barré syndrome and central nervous system malformations in newborns and foeteuses, such as microcephaly, were reported, and a causal link with ZIKV infection was established. In addition to mosquito-borne transmission, the potential for perinatal, sexual and blood-transfusion transmission of ZIKV was demonstrated. In 2014, chikungunya virus (CHIKV) caused an explosive outbreak. Series of Guillain-Barré syndrome temporally associated with the CHIKV epidemic were reported. Except for DENV, ZIKV and CHIKV, no other arboviruses have been detected so far, but serologic evidence suggested the past silent circulation of Ross River virus. From May 2015 DENV-1 has been the only arbovirus transmitted in French Polynesia, but the reemergence of DENV-2 is highly expected since the detection of two autochthonous cases of DENV-2 infection in June 2018.",2019,May,New Microbes New Infect,29,,100513,,10.1016/j.nmni.2019.01.009,30899520,#12589,Aubry 2019,Exclusion reason: reports metrics from other papers (not original estimates or primary data); Extractor (2024-05-01 23:02:05)(Select): review; ,Review
"Co-circulation of Chikungunya virus, Zika virus, and serotype 1 of Dengue virus in Western Bahia, Brazil.",de França Cirilo MV; Pour SZ; de Fatima Benedetti V; Farias JP; Fogaça MMC; da Conceição Simões R; Vidal PO; Birbrair A; de Andrade Zanotto PM; Luiz WB; Amorim JH,"Chikungunya, mayaro, dengue, zika, and yellow fever are mosquito-borne viral diseases caused, respectively, by Chikungunya virus, Mayaro virus (CHIKV and MAYV, respectively: Togaviridae: Alphavirus), Dengue virus, Zika virus, and Yellow fever virus (DENV, ZIKV, and YFV, respectively: Flaviviridae: Flavivirus). These viruses have an important epidemiological impact worldwide, especially in Brazil. Western Bahia is one of the less studied regions in that country regarding the circulation of these pathogens. In this study, we aimed to apply molecular biology assays to better know the mosquito-borne viruses circulating in Barreiras and Luís Eduardo Magalhães, two main cities of Western Bahia. From March to June 2021, we enrolled 98 patients with the clinical diagnosis of dengue. Personal information (gender and age) were retrieved at the moment of enrollment. Serum samples were obtained from volunteers and used in molecular detection of CHIKV, MAYV, DENV, ZIKV, and YFV by reverse transcription followed by real-time polymerase chain reaction as well as in genome sequencing aiming phylogenetic analysis. As the main result, we found that from the 98 patients 45 were infected by CHIKV, 32 were infected by serotype 1 of DENV (DENV-1) and six were infected by ZIKV, while 15 were negative for all arboviruses tested. In addition, phylogenetic analysis revealed that all CHIKV-positive samples were of the East/Central/South African (ECSA) genotype, while all DENV-1-positive samples were of the V genotype. These results clearly show that epidemiological surveillance cannot be based only on clinical evaluations. Laboratory diagnosis is important in arbovirus infection that are prevalent in a particular area. These findings also demonstrate the co-circulation of many arboviruses in Western Bahia in 2021.",2023,,Front Microbiol,14,,1240860,,10.3389/fmicb.2023.1240860,37680530,#12606,deFrançaCirilo 2023,Exclusion reason: no report of parameters (including seroprevalence and other measures of interest) or transmission models or historical outbreaks; ,
Neurodevelopment in Children Exposed to Zika in utero: Clinical and Molecular Aspects.,Schuler-Faccini L; Del Campo M; García-Alix A; Ventura LO; Boquett JA; van der Linden V; Pessoa A; van der Linden Júnior H; Ventura CV; Leal MC; Kowalski TW; Rodrigues Gerzson L; Skilhan de Almeida C; Santi L; Beys-da-Silva WO; Quincozes-Santos A; Guimarães JA; Garcez PP; Gomes JDA; Vianna FSL; Anjos da Silva A; Fraga LR; Vieira Sanseverino MT; Muotri AR; Lopes da Rosa R; Abeche AM; Marcolongo-Pereira C; Souza DO,"Five years after the identification of Zika virus as a human teratogen, we reviewed the early clinical manifestations, collectively called congenital Zika syndrome (CZS). Children with CZS have a very poor prognosis with extremely low performance in motor, cognitive, and language development domains, and practically all feature severe forms of cerebral palsy. However, these manifestations are the tip of the iceberg, with some children presenting milder forms of deficits. Additionally, neurodevelopment can be in the normal range in the majority of the non-microcephalic children born without brain or eye abnormalities. Vertical transmission and the resulting disruption in development of the brain are much less frequent when maternal infection occurs in the second half of the pregnancy. Experimental studies have alerted to the possibility of other behavioral outcomes both in prenatally infected children and in postnatal and adult infections. Cofactors play a vital role in the development of CZS and involve genetic, environmental, nutritional, and social determinants leading to the asymmetric distribution of cases. Some of these social variables also limit access to multidisciplinary professional treatment.",2022,,Front Genet,13,,758715,,10.3389/fgene.2022.758715,35350244,#12653,Schuler-Faccini 2022,Exclusion reason: reports metrics from other papers (not original estimates or primary data); Extractor (2024-04-18 02:18:53)(Screen): risk factors?; ,
Global Prevalence of Zika and Chikungunya Coinfection: A Systematic Review and Meta-Analysis.,Ahmed S; Sultana S; Kundu S; Alam SS; Hossan T; Islam MA,"Zika virus (ZIKV) and chikungunya virus (CHIKV) are arthropod-borne viruses with significant pathogenicity, posing a substantial health and economic burden on a global scale. Moreover, ZIKV-CHIKV coinfection imposes additional therapeutic challenges as there is no specific treatment for ZIKV or CHIKV infection. While a growing number of studies have documented the ZIKV-CHIKV coinfection, there is currently a lack of conclusive reports on this coinfection. Therefore, we performed a systematic review and meta-analysis to determine the true statistics of ZIKV-CHIKV coinfection in the global human population. Relevant studies were searched for in PubMed, Scopus, and Google Scholar without limitation in terms of language or publication date. A total of 33 studies containing 41,460 participants were included in this meta-analysis. The study protocol was registered with PROSPERO under the registration number CRD42020176409. The pooled prevalence and confidence intervals of ZIKV-CHIKV coinfection were computed using a random-effects model. The study estimated a combined global prevalence rate of 1.0% [95% CI: 0.7-1.2] for the occurrence of ZIKV-CHIKV coinfection. The region of North America (Mexico, Haiti, and Nicaragua) and the country of Haiti demonstrated maximum prevalence rates of 2.8% [95% CI: 1.5-4.1] and 3.5% [95% CI: 0.2-6.8], respectively. Moreover, the prevalence of coinfection was found to be higher in the paediatric group (2.1% [95% CI: 0.0-4.2]) in comparison with the adult group (0.7% [95% CI: 0.2-1.1]). These findings suggest that the occurrence of ZIKV-CHIKV coinfection varies geographically and by age group. The results of this meta-analysis will guide future investigations seeking to understand the underlying reasons for these variations and the causes of coinfection and to develop targeted prevention and control strategies.",2024,Jan,Diseases,12,2,,,10.3390/diseases12020031,38391778,#12657,Ahmed 2024,Exclusion reason: reports metrics from other papers (not original estimates or primary data); Extractor (2024-04-30 23:56:20)(Select): Excluded due to being a co-infection study; ,Review
Risk factors for neurological complications in children with Flavivirus infection.,Bentes AA; de Castro Romanelli RM; Marinho PES; Crispim APC; Loutfi KS; Viegas ECC; Kroon EG,"This study aims to characterize the acute neurological manifestations caused by DENV, ZIKV, and YFV during hospitalization; identify the risk factors associated with persistent neurological complications after discharge; and evaluate the time to resolution during clinical follow-up. A prospective study evaluated 505 children, between March 2014 and July 2019, hospitalized with neurological manifestations and that doctors suspected infection of the central nervous system (CNS). Viral infection of collected cerebrospinal fluid (CSF) was confirmed by real-time reverse transcription-polymerase chain reaction (RT-PCR). Patients were clinically followed up after hospital discharge. Analysis of predictive factors and survival curves was performed. This study identified clinical symptoms and changes in the CSF laboratory, electroencephalogram (EEG), and CNS image as predictors of complications in children with confirmed infection in the CNS by DENV, ZIKV, or YFV. No statistical difference was found (p value 0.574) in the time to the resolution of complications in children after hospital discharge between the three types of flaviviruses. Children with YFV, detected in CSF samples, had a 53% higher risk of developing neurological complications. Performing etiological diagnosis by RT-PCR of CSF samples of children with neurological manifestations, especially during Flavivirus outbreaks, is an essential tool for improving the prognosis and clinical follow-up of these patients.",2021,Aug,J Neurovirol,27,4,609-615,,10.1007/s13365-021-01003-w,34342850,#12666,Bentes 2021,Exclusion reason: no report of parameters (including seroprevalence and other measures of interest) or transmission models or historical outbreaks; Extractor (2024-05-01 22:42:24)(Select): not zika-specific; Extractor (2024-03-23 02:56:01)(Screen): check to see if zika specific risk factors; ,
Causes of Hypertensive Anterior Uveitis in Thailand.,Khieu C; Kongyai N; Pathanapitoon K; Van Der Eijk AA; Rothova A,"PURPOSE: To determine the prevalence of viral infections in patients with hypertensive anterior uveitis in Thailand from polymerase chain reaction (PCR) of aqueous humor. METHODS: Thirty-one patients with anterior uveitis with intraocular pressure (IOP) above 25 mmHg were included for PCR analysis for cytomegalovirus (CMV), herpes simplex (HSV), varicella-zoster (VZV), rubella, chikungunya and Zika virus. RESULTS: The prevalence of PCR-positive results was 32%, including 19% for CMV, 10% for HSV, and 3% for VZV; PCR for other tested viruses demonstrated negative results. PCR-positive patients exhibited satisfactory IOP control with antiviral and anti-glaucomatous treatment compared to PCR-negative patients, and more than half of PCR-negative patients required glaucoma surgery within 12 months (P = .01). CONCLUSION: PCR evidence of infection with herpes group viruses was found in one-third of patients with hypertensive anterior uveitis; CMV being the most common pathogen. The PCR-positive group generally responded well to a combination of antiviral and anti-glaucoma treatment.",2020,May,Ocul Immunol Inflamm,28,4,559-565,,10.1080/09273948.2019.1678651,31697590,#12716,Khieu 2020,Exclusion reason: wrong pathogen or pathogen epidemiology or transmission not main focus; Extractor (2024-05-01 00:38:57)(Select): Zika mentioned but no cases found; ,
Case report: Zika surveillance complemented with wastewater and mosquito testing.,Wong JCC; Tay M; Hapuarachchi HC; Lee B; Yeo G; Maliki D; Lee W; Mohamed Suhaimi NA; Chio K; Tan WCH; Ng LC,"BACKGROUND: In June 2023, a local cluster of 15 Zika cases was reported in a neighbourhood in Northeastern Singapore. The last significant local transmission of Zika virus (ZIKV) with more than 450 cases was in 2016-2017. To monitor the situation and mitigate further transmission, case, entomological and wastewater-based surveillance were carried out. METHODS: Primary healthcare practitioners and the community were alerted to encourage timely case identification. Surveillance was enhanced through testing of Aedes mosquitoes collected from the National Gravitrap surveillance system, and wastewater samples were collected from a network of autosamplers deployed at manholes across the country. FINDINGS: ZIKV RNA was detected in mosquito pools (3/43; 7%) and individual mosquitoes (3/82; 3.7%) captured, and in wastewater samples (13/503) collected from the vicinity of the cluster of cases. Respective samples collected from other sites across the country were negative. The peak detection of ZIKV RNA in mosquitoes and wastewater coincided temporally with the peak in the number of cases in the area (15-25 May 2023). INTERPRETATION: The restriction of ZIKV signals from wastewater and mosquitoes within the neighbourhood suggested limited ZIKV transmission. The subsequent waning of signals suggested effectiveness of control measures. We demonstrate the utility of wastewater-based surveillance of ZIKV, which complements existing case- and entomological-based surveillance. The non-intrusive approach is particularly useful to monitor diseases such as Zika, which generally causes silent or mild infections, but may cause severe outcomes such as congenital Zika syndrome. FUNDING: This study was funded by Singapore's Ministry of Finance and the National Environment Agency, Singapore.",2024,Feb,EBioMedicine,101,,105020,,10.1016/j.ebiom.2024.105020,38387403,#12784,WongJCC 2024,Exclusion reason: no report of parameters (including seroprevalence and other measures of interest) or transmission models or historical outbreaks; ,
Urban transmission of mosquito-borne flaviviruses - a review of the risk for humans in Vietnam.,Nguyen-Tien T; Lundkvist Å; Lindahl J,"Vietnam is a tropical country where mosquito-borne diseases are common. This review explores the transmission of mosquito-borne flaviviruses in urban areas of Vietnam. It concludes that urban transmission has mainly been studied for Dengue virus, and so far, much less for Japanese encephalitis virus. Dengue is the most common flavivirus in Vietnam. Due to fast urbanization and favorable climatic conditions, the viral transmission concentrates mainly to large cities with high population density including Ha Noi, Nha Trang and Ho Chi Minh. Human cases of Japanese encephalitis have been controlled by an expanded immunization program. However, this virus is still circulating throughout the country, also in cities due to the pig rearing practices in urban and peri-urban areas. Zika virus is an additional major concern because it has long circulated in the Northern area and is now increasingly diagnosed in urban areas of the Central, Central Highlands and Southern regions using the same mosquito vectors as Dengue virus. There was alarge outbreak of Zika disease from 2016 to early 2017, with most infections observed in Ho Chi Minh city, the largest town in Vietnam. Other flaviviruses circulate in Vietnam but have not been investigated in terms of urban transmission.",2019,,Infect Ecol Epidemiol,9,1,1660129,,10.1080/20008686.2019.1660129,31528273,#12795,Nguyen-Tien 2019,Exclusion reason: reports metrics from other papers (not original estimates or primary data); ,Review
"Re-emergence of dengue, chikungunya, and Zika viruses in 2021 after a 10-year gap in Gabon.",Ushijima Y; Abe H; Mbadinga MJVM; Ondo GN; Bikangui R; Agnandji ST; Lell B; Yasuda J,"Mosquito-borne viral infections are a major concern in endemic areas, such as Africa. Although outbreaks have been reported throughout Africa, only a few surveillance studies have been conducted in Gabon since the outbreaks of dengue virus (DENV) and chikungunya virus (CHIKV) in 2010. Therefore, the current situation is unknown. This study aimed to investigate the presence of arboviruses, especially DENV (serotypes 1-4), CHIKV, and Zika virus (ZIKV), in Gabon, Central Africa. Between 2020 and 2021, we collected 1060 serum samples from febrile patients and screened them against viruses using reverse transcription-quantitative PCR. We detected two DENV serotypes 1 (DENV-1), one CHIKV, and one ZIKV, and subsequently analyzed the genome sequences. To determine the genetic diversity and transmission route of the viruses, phylogenetic analysis was performed using complete or partial genome sequences. The DENV-1 and CHIKV strains detected in this study were closely related to the previous Gabonese strains, whereas the recent ZIKV strain was genetically different from a strain detected in 2007 in Gabon. This study provides new genomic information on DENV-1, CHIKV, and ZIKV that were detected in Gabon and insight into the circulation of the viruses in the country and their introduction from neighboring African countries.",2022,Dec,IJID Reg,5,,68-71,,10.1016/j.ijregi.2022.08.013,36200059,#12809,Ushijima 2022,Exclusion reason: no report of parameters (including seroprevalence and other measures of interest) or transmission models or historical outbreaks; ,
An Evaluation of Florida's Zika Response Using the WHO Health Systems Framework: Can We Apply These Lessons to COVID-19?,Marshall J; Scott B; Delva J; Ade C; Hernandez S; Patel J; Moreno-Cheek M; Rojas D; Tanner JP; Kirby RS,"OBJECTIVES: From 2016 to 2018 Florida documented 1471 cases of Zika virus, 299 of which were pregnant women (Florida Department of Health, https://www.floridahealth.gov/diseases-and-conditions/mosquito-bornediseases/surveillance.html , 2019a). Florida's response required unprecedented rapid and continuous cross-sector communication, adaptation, and coordination. Zika tested public health systems in new ways, particularly for maternal child health populations. The systems are now being challenged again, as the Coronavirus COVID-19 pandemic spreads throughout Florida. This qualitative journey mapping evaluation of Florida's response focused on care for pregnant women and families with infants exposed to Zika virus. METHODS: Fifteen focus groups and interviews were conducted with 33 public health and healthcare workers who managed outbreak response, case investigations, and patient care in south Florida. Data were thematically analyzed, and the results were framed by the World Health Organization's (WHO) Healthcare Systems Framework of six building blocks: health service delivery, health workforce, health information systems, access to essential medicines, financing, and leadership and governance (World Health Organization, https://www.who.int/healthsystems/strategy/everybodys_business.pdf , 2007, https://www.who.int/healthinfo/systems/monitoring/en/ , 2010). RESULTS: Results highlighted coordination of resources, essential services and treatment, data collection, communication among public health and healthcare systems, and dissemination of information. Community education, testing accuracy and turnaround time, financing, and continuity of health services were areas of need, and there was room for improvement in all indicator areas. CONCLUSIONS: The WHO Framework encapsulated important infrastructure and process factors relevant to the Florida Zika response as well as future epidemics. In this context, similarities, differences, and implications for the Coronavirus COVID-19 pandemic response are discussed.",2020,Oct,Matern Child Health J,24,10,1212-1223,,10.1007/s10995-020-02969-5,32583172,#12828,Marshall 2020,Exclusion reason: not transmission model; ,
Neurological manifestations of pediatric arboviral infections in the Americas.,Almeida Bentes A; Kroon EG; Romanelli RMC,"Dengue, Zika, Chikungunya and yellow fever viruses are arboviruses transmitted by the mosquito Aedes aegypti. These viruses exhibit marked neurotropism but have rarely been studied. Here, we conduct an integrative review of the neurological manifestations caused by these arboviruses in the pediatric population. Data on patients under 18 years of age were extracted from literature databases. The most frequently reported neurological manifestations were encephalitis, meningitis, seizures, hypotonia, paresis, and behavioral changes. This review highlights the importance of accurately diagnosing these arboviral infections in children and adolescents with neurological manifestations.",2019,Jul,J Clin Virol,116,,49-57,,10.1016/j.jcv.2019.04.006,31103802,#12870,AlmeidaBentes 2019,"Exclusion reason: Wrong study type (comment, letter, etc); Extractor (2024-06-18 02:17:18)(Select): 'An extensive search of the literature identified only four reports of cases concerning pediatric ZIKV acquired infection with neurological manifestations'; stratified by virus but not much for Zika specifically; Extractor (2024-03-22 03:37:26)(Screen): to read in full and check if stratified by virus; Extractor (2024-03-21 05:23:29)(Screen): review - potentially useful?; ",
