id,parameter_data_id,covidence_id,parameter_type,parameter_unit,exponent,parameter_value,parameter_value_type,parameter_uncertainty_lower_value,parameter_uncertainty_upper_value,parameter_uncertainty_type,parameter_uncertainty_single_value,parameter_uncertainty_singe_type,parameter_lower_bound,parameter_upper_bound,genome_site,case_definition,cfr_ifr_denominator,cfr_ifr_method,cfr_ifr_numerator,data_available,distribution_par1_type,distribution_par1_uncertainty,distribution_par1_value,distribution_par2_type,distribution_par2_uncertainty,distribution_par2_value,distribution_type,genomic_sequence_available,inverse_param,inverse_param_2,method_disaggregated,method_disaggregated_by,method_disaggregated_only,method_from_supplement,method_moment_value,method_r,name_data_entry,parameter_statistical_approach,parameter_from_figure,population_age_max,population_age_min,population_country,population_group,population_location,population_sample_size,population_sample_type,population_sex,population_study_end_day,population_study_end_month,population_study_end_year,population_study_start_day,population_study_start_month,population_study_start_year,r_pathway,riskfactor_adjusted,riskfactor_name,riskfactor_occupation,riskfactor_outcome,riskfactor_significant,seroprevalence_adjusted,third_sample_param_yn,trimester_exposed,urban_rural_area,article_id,parameter_class,parameter_bounds,comb_uncertainty_type,comb_uncertainty,population_country_original,delay_short,genomic_lineage,prnt_on_elisa,metaanalysis_inclusion,women_or_infants,pregnancy_outcome_type,survey_start_date,survey_end_date,survey_date
57a74e310d3abb0f9a4bc25e26bf46af,0c11269dea2eadf58e44ba831a81f8e4,6321,Risk factors,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes - on Github,NA,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,Post outbreak,NA,Richard Sheppard,NA,FALSE,NA,NA,Colombia,General population,"Arauca, Armenia, Barranquilla, Bucaramanga, Cali, Cartagena, Cúcuta, Florencia, Ibagué, Inírida, Leticia, Medellín, Mitú, Mocoa, Montería, Neiva, Pereira, Popayán, Puerto Carreño, Quibdó, Riohacha, San Andrés, San José del Guaviare, Santa Marta, Sincelejo, Valledupar, Villavicencio, Yopal",NA,Population based,Unspecified,NA,NA,2017,NA,NA,2015,NA,Adjusted,Age;Sex,NA,Other,Not significant,NA,FALSE,Unspecified,Unspecified,13,Risk factors,NA,NA,NA,Colombia,NA,NA,FALSE,NA,NA,NA,2015,2017,2015 - 2017
57a74e310d3abb0f9a4bc25e26bf46af,d0869019652666ae678edb30dd00ca5a,6321,Risk factors,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes - on Github,NA,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,Post outbreak,NA,Richard Sheppard,NA,FALSE,NA,NA,Colombia,General population,"Arauca, Armenia, Barranquilla, Bucaramanga, Cali, Cartagena, Cúcuta, Florencia, Ibagué, Inírida, Leticia, Medellín, Mitú, Mocoa, Montería, Neiva, Pereira, Popayán, Puerto Carreño, Quibdó, Riohacha, San Andrés, San José del Guaviare, Santa Marta, Sincelejo, Valledupar, Villavicencio, Yopal",NA,Population based,Unspecified,NA,NA,2017,NA,NA,2015,NA,Adjusted,Age;Sex,NA,Other neurological symptoms in general population,Not significant,NA,FALSE,Unspecified,Unspecified,13,Risk factors,NA,NA,NA,Colombia,NA,NA,FALSE,NA,NA,NA,2015,2017,2015 - 2017
4990e7d9c486629d64dadafaacbcfcb9,3a58b1e7a4ad1c381195924ef49ef1f9,6345,Reproduction number (Basic R0),No units,0,1.9472,Unspecified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unspecified,NA,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,Post outbreak,Other,Richard Sheppard,Estimated model parameter,FALSE,NA,NA,France,Persons under investigation,"Tahiti, French Polynesia",NA,Population based,NA,NA,NA,2014,NA,NA,2013,Vector-human,NA,NA,NA,NA,NA,NA,FALSE,Unspecified,Unspecified,10,Reproduction number,NA,NA,NA,France,NA,NA,FALSE,NA,NA,NA,2013,2014,2013 - 2014
4990e7d9c486629d64dadafaacbcfcb9,056e92e2457601c896a0f79dbe9650c3,6345,Reproduction number (Basic R0),No units,0,1.1854,Unspecified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unspecified,NA,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,Post outbreak,Other,Richard Sheppard,Estimated model parameter,FALSE,NA,NA,France,Persons under investigation,"Sous-le-vent Islands, French Polynesia",NA,Population based,NA,NA,NA,2014,NA,NA,2013,Vector-human,NA,NA,NA,NA,NA,NA,FALSE,Unspecified,Unspecified,10,Reproduction number,NA,NA,NA,France,NA,NA,FALSE,NA,NA,NA,2013,2014,2013 - 2014
4990e7d9c486629d64dadafaacbcfcb9,b0ef5df3f7ab555ece675ba9aeb067fe,6345,Reproduction number (Basic R0),No units,0,1.1508,Unspecified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unspecified,NA,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,Post outbreak,Other,Richard Sheppard,Estimated model parameter,FALSE,NA,NA,France,Persons under investigation,"Mo'orea, French Polynesia",NA,Population based,NA,NA,NA,2014,NA,NA,2013,Vector-human,NA,NA,NA,NA,NA,NA,FALSE,Unspecified,Unspecified,10,Reproduction number,NA,NA,NA,France,NA,NA,FALSE,NA,NA,NA,2013,2014,2013 - 2014
4990e7d9c486629d64dadafaacbcfcb9,b73a328d8c37ad37a17d0b94d4e7a639,6345,Reproduction number (Basic R0),No units,0,1.1169,Unspecified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unspecified,NA,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,Post outbreak,Other,Richard Sheppard,Estimated model parameter,FALSE,NA,NA,France,Persons under investigation,"Tuamotu-Gambier, French Polynesia",NA,Population based,NA,NA,NA,2014,NA,NA,2013,Vector-human,NA,NA,NA,NA,NA,NA,FALSE,Unspecified,Unspecified,10,Reproduction number,NA,NA,NA,France,NA,NA,FALSE,NA,NA,NA,2013,2014,2013 - 2014
4990e7d9c486629d64dadafaacbcfcb9,0623bc84fe6c2c2696f8904bc5639be2,6345,Reproduction number (Basic R0),No units,0,1.1417,Unspecified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unspecified,NA,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,Post outbreak,Other,Richard Sheppard,Estimated model parameter,FALSE,NA,NA,France,Persons under investigation,"Marquesas Islands, French Polynesia",NA,Population based,NA,NA,NA,2014,NA,NA,2013,Vector-human,NA,NA,NA,NA,NA,NA,FALSE,Unspecified,Unspecified,10,Reproduction number,NA,NA,NA,France,NA,NA,FALSE,NA,NA,NA,2013,2014,2013 - 2014
4990e7d9c486629d64dadafaacbcfcb9,25244e2e506072aad9810d4f90379cec,6345,Reproduction number (Basic R0),No units,0,1.2246,Unspecified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unspecified,NA,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,Post outbreak,Other,Richard Sheppard,Estimated model parameter,FALSE,NA,NA,France,Persons under investigation,"Australes, French Polynesia",NA,Population based,NA,NA,NA,2014,NA,NA,2013,Vector-human,NA,NA,NA,NA,NA,NA,FALSE,Unspecified,Unspecified,10,Reproduction number,NA,NA,NA,France,NA,NA,FALSE,NA,NA,NA,2013,2014,2013 - 2014
4990e7d9c486629d64dadafaacbcfcb9,2839ab11e95d47d1f361c3585f227967,6345,Reproduction number (Basic R0),No units,0,1.8658,Unspecified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unspecified,NA,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,Post outbreak,Other,Richard Sheppard,Estimated model parameter,FALSE,NA,NA,Costa Rica,Persons under investigation,NA,NA,Population based,NA,NA,NA,2016,NA,NA,2016,Vector-human,NA,NA,NA,NA,NA,NA,FALSE,Unspecified,Unspecified,10,Reproduction number,NA,NA,NA,Costa Rica,NA,NA,FALSE,NA,NA,NA,2016,2016,2016
4990e7d9c486629d64dadafaacbcfcb9,321cca2d9bad5b95e2df8d409e0b326f,6345,Reproduction number (Basic R0),No units,0,1.1717,Unspecified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unspecified,NA,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,Post outbreak,Other,Richard Sheppard,Estimated model parameter,FALSE,NA,NA,Colombia,Persons under investigation,NA,NA,Population based,NA,NA,NA,2016,NA,NA,2016,Vector-human,NA,NA,NA,NA,NA,NA,FALSE,Unspecified,Unspecified,10,Reproduction number,NA,NA,NA,Colombia,NA,NA,FALSE,NA,NA,NA,2016,2016,2016
7b5fa9f46884e83a6f83e28355b73812,beacc075755c1a1de00584e515f3a6a4,6361,Mutations - evolutionary rate,Substitutions/site/year,-4,8.61,Unspecified,6.34,11.1,HPDI 95%,NA,NA,NA,NA,Whole genome sequence,NA,NA,NA,NA,Yes - on another platform,NA,FALSE,NA,NA,FALSE,NA,NA,TRUE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,Unspecified,NA,Thomas Rawson,Estimated model parameter,FALSE,NA,NA,"Multi-country: Africa (n = 3), Americas (n = 5), Asia (n = 6), Oceania (n = 3)",Unspecified,NA,88,Unspecified,NA,NA,Aug,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,Unspecified,34,Mutations,NA,HPDI 95%,6.34 - 11.1,"USA, Malaysia, Philippines, Singapore, Thailand, Indonesia, China, Brazil, French Polynesia, Yap Island, Venezuela, Samoa, Suriname, Guatemala, Uganda, Senegal, Nigeria",NA,NA,FALSE,NA,NA,NA,Unspecified,Aug 2018,Unspecified - Aug 2018
a12f13117bee14651ef93453e6e4a02c,8bf9003939b7eb677554bf84ad9d3d98,6362,Reproduction number (Basic R0),No units,0,0.924,Unspecified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not available,NA,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,Unspecified,Compartmental model,Richard Sheppard,Estimated model parameter,FALSE,NA,NA,Costa Rica,General population,NA,NA,Population based,Unspecified,NA,NA,2018,NA,NA,2016,Other,NA,NA,NA,NA,NA,NA,FALSE,Unspecified,Unspecified,12,Reproduction number,NA,NA,NA,Costa Rica,NA,NA,FALSE,NA,NA,NA,2016,2018,2016 - 2018
a12f13117bee14651ef93453e6e4a02c,31982a60fbfaadcfeee2e18f38f571ed,6362,Reproduction number (Basic R0),No units,0,0.737,Unspecified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not available,NA,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,Unspecified,Compartmental model,Richard Sheppard,Estimated model parameter,FALSE,NA,NA,Suriname,General population,NA,NA,Population based,Unspecified,NA,NA,NA,NA,NA,NA,Other,NA,NA,NA,NA,NA,NA,FALSE,Unspecified,Unspecified,12,Reproduction number,NA,NA,NA,Suriname,NA,NA,FALSE,NA,NA,NA,Unspecified,Unspecified,Unspecified
a12f13117bee14651ef93453e6e4a02c,8461a1c10d99fda98702f717fa6fa588,6362,"Reproduction number (Effective, Re)",No units,0,1.47,Unspecified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not available,NA,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,Unspecified,Compartmental model,Richard Sheppard,Estimated model parameter,FALSE,NA,NA,Costa Rica,General population,NA,NA,Population based,Unspecified,NA,NA,2018,NA,NA,2016,Other,NA,NA,NA,NA,NA,NA,FALSE,Unspecified,Unspecified,12,Reproduction number,NA,NA,NA,Costa Rica,NA,NA,FALSE,NA,NA,NA,2016,2018,2016 - 2018
a12f13117bee14651ef93453e6e4a02c,4b070ce4ee586ccca10838be1b0acb03,6362,"Reproduction number (Effective, Re)",No units,0,1.45,Unspecified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not available,NA,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,Unspecified,Compartmental model,Richard Sheppard,Estimated model parameter,FALSE,NA,NA,Suriname,General population,NA,NA,Population based,Unspecified,NA,NA,NA,NA,NA,NA,Other,NA,NA,NA,NA,NA,NA,FALSE,Unspecified,Unspecified,12,Reproduction number,NA,NA,NA,Suriname,NA,NA,FALSE,NA,NA,NA,Unspecified,Unspecified,Unspecified
a12f13117bee14651ef93453e6e4a02c,cddb78022c4d9f195237593fe88e3340,6362,Relative contribution - sexual,Percentage (%),0,54,Unspecified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not available,NA,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,Unspecified,NA,Richard Sheppard,Estimated model parameter,FALSE,NA,NA,Costa Rica,General population,NA,NA,Population based,Unspecified,NA,NA,2018,NA,NA,2016,NA,NA,NA,NA,NA,NA,NA,FALSE,Unspecified,Unspecified,12,Relative contribution,NA,NA,NA,Costa Rica,NA,NA,FALSE,NA,NA,NA,2016,2018,2016 - 2018
a12f13117bee14651ef93453e6e4a02c,e0530af38acc59f8b59991ebf9377ee5,6362,Relative contribution - sexual,Percentage (%),0,32,Unspecified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not available,NA,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,Unspecified,NA,Richard Sheppard,Estimated model parameter,FALSE,NA,NA,Suriname,General population,NA,NA,Population based,Unspecified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,Unspecified,Unspecified,12,Relative contribution,NA,NA,NA,Suriname,NA,NA,FALSE,NA,NA,NA,Unspecified,Unspecified,Unspecified
6ddab803a52801626d0ce9e0b6fe5fed,0330b75163b70278d326e139e5bc479e,6372,Risk factors,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unspecified,NA,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,Unspecified,NA,Richard Sheppard,NA,FALSE,46,13,Brazil,Pregnant women,"University Hospital of the Faculty of Medicine of Jundiaí, Jundiaí, São-Paulo",315,Hospital based,Female,NA,Aug,2017,NA,Mar,2016,NA,Not adjusted,Age;Occupation;Other,Other,ZIKV detection,Not significant,NA,FALSE,Unspecified,Unspecified,8,Risk factors,NA,NA,NA,Brazil,NA,NA,FALSE,NA,NA,NA,Mar 2016,Aug 2017,Mar 2016 - Aug 2017
6ddab803a52801626d0ce9e0b6fe5fed,ee8439cd6ab007a7a4ae08487fe3f059,6372,Risk factors,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unspecified,NA,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,Unspecified,NA,Richard Sheppard,NA,FALSE,46,13,Brazil,Pregnant women,"University Hospital of the Faculty of Medicine of Jundiaí, Jundiaí, São-Paulo",315,Hospital based,Female,NA,Aug,2017,NA,Mar,2016,NA,Adjusted,Other,NA,ZIKV detection,Not significant,NA,FALSE,Unspecified,Unspecified,8,Risk factors,NA,NA,NA,Brazil,NA,NA,FALSE,NA,NA,NA,Mar 2016,Aug 2017,Mar 2016 - Aug 2017
6ff5f608b26f7f38df3ea5a26c15d9a1,27989f8eb79c321cc041665a73659b01,6400,Seroprevalence - IgG,Percentage (%),0,89,Mean,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,NA,80,Not available,NA,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,Unspecified,NA,Kelly M,Observed sample statistic,FALSE,NA,NA,Colombia,Pregnant women,Cereté: Córdoba state,90,Hospital based,Female,31,May,2016,1,May,2016,NA,NA,NA,NA,NA,NA,Naive,FALSE,Unspecified,Unspecified,11,Seroprevalence,NA,NA,NA,Colombia,NA,NA,FALSE,NA,NA,NA,1 May 2016,31 May 2016,1 May 2016 - 31 May 2016
6ff5f608b26f7f38df3ea5a26c15d9a1,42190604f4562bdf79fbc48713705189,6400,Seroprevalence - IgM,Percentage (%),0,1,Mean,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,NA,1,Not available,NA,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,Unspecified,NA,Kelly M,Observed sample statistic,FALSE,NA,NA,Colombia,Pregnant women,Cereté: Córdoba state,90,Hospital based,Female,31,May,2016,1,May,2016,NA,NA,NA,NA,NA,NA,Naive,FALSE,Unspecified,Unspecified,11,Seroprevalence,NA,NA,NA,Colombia,NA,NA,FALSE,NA,NA,NA,1 May 2016,31 May 2016,1 May 2016 - 31 May 2016
d226380f542a870e51574567459ec6ad,91c8bc0d2f2832440fbff3c05fb005b8,6423,Seroprevalence - IgM,Percentage (%),0,37,Mean,29,44,95% CI,NA,NA,NA,NA,NA,Lab confirmed,153,Naive,56,Not available,NA,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,Unspecified,NA,Thomas Rawson,Observed sample statistic,FALSE,92,10,United States,Persons under investigation,NA,153,Population based,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Naive,FALSE,NA,Unspecified,35,Seroprevalence,NA,95% CI,29 - 44,United States,NA,NA,FALSE,NA,NA,NA,Unspecified,Unspecified,Unspecified
d226380f542a870e51574567459ec6ad,29c16dea362ebfb8fc4df607f891849d,6423,Risk factors,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not available,NA,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,Unspecified,NA,Thomas Rawson,NA,FALSE,92,10,United States,Persons under investigation,NA,153,Population based,Both,NA,NA,NA,NA,NA,NA,NA,Unspecified,Age;Other,NA,Serology,Not significant,NA,FALSE,NA,Unspecified,35,Risk factors,NA,NA,NA,United States,NA,NA,FALSE,NA,NA,NA,Unspecified,Unspecified,Unspecified
d226380f542a870e51574567459ec6ad,47ef6afea309b6d274b783027e91da55,6423,Risk factors,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not available,NA,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,Unspecified,NA,Thomas Rawson,NA,FALSE,92,10,United States,Persons under investigation,NA,153,Population based,Both,NA,NA,NA,NA,NA,NA,NA,Unspecified,Sex,NA,Serology,Significant,NA,FALSE,NA,Unspecified,35,Risk factors,NA,NA,NA,United States,NA,NA,FALSE,NA,NA,NA,Unspecified,Unspecified,Unspecified
f9b860d369779c4b8a8654d5b270bf19,2c054e707dfccf958a1f38026b53a470,6432,Seroprevalence - IgM,Percentage (%),0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lab confirmed,212,Naive,0,Not available,NA,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,End outbreak,NA,Thomas Rawson,NA,FALSE,86,23,Taiwan,General population,Tainan City,212,Travel based,Both,NA,NA,2015,NA,NA,2015,NA,NA,NA,NA,NA,NA,Naive,FALSE,NA,Unspecified,36,Seroprevalence,NA,NA,NA,Taiwan,NA,NA,FALSE,NA,NA,NA,2015,2015,2015
f9b860d369779c4b8a8654d5b270bf19,2f645c9f6cb6dc14856808057641fd10,6432,Seroprevalence - IgG,Percentage (%),0,4.2,Mean,NA,NA,NA,NA,NA,NA,NA,NA,Lab confirmed,212,Naive,9,Not available,NA,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,End outbreak,NA,Thomas Rawson,Observed sample statistic,FALSE,86,23,Taiwan,General population,Tainan City,212,Travel based,Both,NA,NA,2015,NA,NA,2015,NA,NA,NA,NA,NA,NA,Naive,FALSE,NA,Unspecified,36,Seroprevalence,NA,NA,NA,Taiwan,NA,NA,FALSE,NA,NA,NA,2015,2015,2015
f9b860d369779c4b8a8654d5b270bf19,4222632b447febd3921770eabdd18831,6432,Seroprevalence - Neutralisation/PRNT,Percentage (%),0,11.11,Mean,NA,NA,NA,NA,NA,NA,NA,NA,Lab confirmed,9,Naive,1,Not available,NA,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,End outbreak,NA,Thomas Rawson,Observed sample statistic,FALSE,86,23,Taiwan,General population,Tainan City,212,Travel based,Both,NA,NA,2015,NA,NA,2015,NA,NA,NA,NA,NA,NA,Naive,FALSE,NA,Unspecified,36,Seroprevalence,NA,NA,NA,Taiwan,NA,NA,TRUE,NA,NA,NA,2015,2015,2015
80a344338a37d8a031d5332f7f16eac0,3b836032e7c6621b77ba2577cbec8ebc,6455,Seroprevalence - Neutralisation/PRNT,Percentage (%),0,17,Central,NA,NA,NA,NA,NA,NA,NA,NA,NA,147,Naive,NA,Not available,NA,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,Endemic,NA,Thomas Rawson,Observed sample statistic,FALSE,NA,NA,Thailand,General population,NA,147,Population based,Both,NA,NA,2012,NA,NA,2011,NA,NA,NA,NA,NA,NA,Naive,FALSE,NA,Unspecified,47,Seroprevalence,NA,NA,NA,Thailand,NA,NA,FALSE,NA,NA,NA,2011,2012,2011 - 2012
80a344338a37d8a031d5332f7f16eac0,b8f28b72502cda60fd57484e59db19fc,6455,Seroprevalence - Neutralisation/PRNT,Percentage (%),0,23.5,Central,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,Naive,NA,Not available,NA,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,Endemic,NA,Thomas Rawson,Observed sample statistic,FALSE,NA,NA,Thailand,General population,Nakhon Sawan,34,Population based,Both,NA,NA,2012,NA,NA,2011,NA,NA,NA,NA,NA,NA,Naive,FALSE,NA,Unspecified,47,Seroprevalence,NA,NA,NA,Thailand,NA,NA,FALSE,NA,NA,NA,2011,2012,2011 - 2012
80a344338a37d8a031d5332f7f16eac0,08ffe8233962a0d5335cfe5aad31a6cf,6455,Seroprevalence - Neutralisation/PRNT,Percentage (%),0,21.6,Central,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,Naive,NA,Not available,NA,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,Endemic,NA,Thomas Rawson,Observed sample statistic,FALSE,NA,NA,Thailand,General population,Phuket,51,Population based,Both,NA,NA,2012,NA,NA,2011,NA,NA,NA,NA,NA,NA,Naive,FALSE,NA,Unspecified,47,Seroprevalence,NA,NA,NA,Thailand,NA,NA,FALSE,NA,NA,NA,2011,2012,2011 - 2012
0aa83ab047bfef00f46f73a22946ed9d,f9f400125219912754d34fbe74e101a5,6477,Seroprevalence - IgM,Percentage (%),0,7,Central,NA,NA,NA,NA,NA,NA,NA,NA,Clinically diagnosed/symptomatic;Lab confirmed,301,Adjusted,22,Not available,NA,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,Endemic,NA,Thomas Rawson,Observed sample statistic,FALSE,14,0,Colombia,Children,NA,301,Hospital based,Both,31,Dec,2019,1,Dec,2015,NA,NA,NA,NA,NA,NA,Adjusted,FALSE,NA,Unspecified,48,Seroprevalence,NA,NA,NA,Colombia,NA,NA,FALSE,NA,NA,NA,1 Dec 2015,31 Dec 2019,1 Dec 2015 - 31 Dec 2019
9c21d78c17ff855ed754a0cc74d2f020,7855fbbca4152efff3d71facdf9e7b33,6501,Seroprevalence - IgM,Percentage (%),0,7.2,Central,NA,NA,NA,NA,NA,NA,NA,NA,NA,2293,Naive,166,Not available,NA,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,Unspecified,NA,Thomas Rawson,Observed sample statistic,FALSE,NA,15,Kenya,Pregnant women,Mombasa,1916,Hospital based,Female,NA,Jul,2019,NA,Oct,2017,NA,NA,NA,NA,NA,NA,Naive,FALSE,Unspecified,Unspecified,49,Seroprevalence,NA,NA,NA,Kenya,NA,NA,FALSE,NA,NA,NA,Oct 2017,Jul 2019,Oct 2017 - Jul 2019
9c21d78c17ff855ed754a0cc74d2f020,2e136694db1bcce099ea7c01d04ad8e9,6501,Seroprevalence - Neutralisation/PRNT,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,144,Naive,3,Not available,NA,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,Unspecified,NA,Thomas Rawson,NA,FALSE,NA,15,Kenya,Pregnant women,Mombasa,1916,Hospital based,Female,NA,Jul,2019,NA,Oct,2017,NA,NA,NA,NA,NA,NA,Naive,FALSE,Unspecified,Unspecified,49,Seroprevalence,NA,NA,NA,Kenya,NA,NA,TRUE,NA,NA,NA,Oct 2017,Jul 2019,Oct 2017 - Jul 2019
9c21d78c17ff855ed754a0cc74d2f020,801d2cdfd9e23db293356a76ee40f880,6501,Risk factors,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not available,NA,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,Unspecified,NA,Thomas Rawson,NA,FALSE,0,0,Kenya,Children,Mombasa,1236,Hospital based,Both,NA,Jul,2019,NA,Oct,2017,NA,Not adjusted,Infection during pregnancy,NA,Zika congenital syndrome/other birth defects,Not significant,NA,FALSE,Unspecified,Unspecified,49,Risk factors,NA,NA,NA,Kenya,NA,NA,FALSE,NA,NA,NA,Oct 2017,Jul 2019,Oct 2017 - Jul 2019
82be803a3d8630d90a6a265d2d2da1b8,59097283a17f23cd8ffa07b873759350,6505,Seroprevalence - IgM,Percentage (%),0,19,Central,NA,NA,NA,NA,NA,NA,NA,NA,Lab confirmed,161,Naive,31,Not available,NA,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,Unspecified,NA,Thomas Rawson,Observed sample statistic,FALSE,NA,NA,United Kingdom,Persons under investigation,NA,161,Travel based,Both,31,Dec,2017,1,Jan,2016,NA,NA,NA,NA,NA,NA,Naive,FALSE,NA,Unspecified,50,Seroprevalence,NA,NA,NA,United Kingdom,NA,NA,FALSE,NA,NA,NA,1 Jan 2016,31 Dec 2017,1 Jan 2016 - 31 Dec 2017
