id,parameter_data_id,covidence_id,pathogen,parameter_type,parameter_value,exponent,parameter_unit,parameter_lower_bound,parameter_upper_bound,parameter_value_type,parameter_uncertainty_single_value,parameter_uncertainty_singe_type,parameter_uncertainty_lower_value,parameter_uncertainty_upper_value,parameter_uncertainty_type,cfr_ifr_numerator,cfr_ifr_denominator,distribution_type,distribution_par1_value,distribution_par1_type,distribution_par1_uncertainty,distribution_par2_value,distribution_par2_type,distribution_par2_uncertainty,method_from_supplement,method_moment_value,cfr_ifr_method,method_r,method_disaggregated_by,method_disaggregated,method_disaggregated_only,riskfactor_outcome,riskfactor_name,riskfactor_occupation,riskfactor_significant,riskfactor_adjusted,population_sex,population_sample_type,population_group,population_age_min,population_age_max,population_sample_size,population_country,population_location,population_study_start_day,population_study_start_month,population_study_start_year,population_study_end_day,population_study_end_month,population_study_end_year,genome_site,genomic_sequence_available,other_delay_start,other_delay_end,inverse_param,parameter_from_figure,parameter_class,ebola_variant,other_delay,delay_short,delay_start,other_rf_outcome,attack_rate_type,survey_start_date,survey_end_date,survey_date,parameter_bounds,comb_uncertainty_type,comb_uncertainty,article_qa_score,outbreak,ebola_species
d8b35153581df51746900492c6469808,a74163932713ac545c985a6ea024c6f8,4507,Ebola virus,Human delay - Symptom Onset/Fever to Death,10,0,Days,NA,NA,Median,NA,NA,3,15,Range,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,Unspecified,Contact based,Persons under investigation,NA,NA,15,Uganda,Gulu Town and (rural) Gulu District,18,Sep,2000,28,Oct,2000,NA,FALSE,Symptom Onset/Fever,Death,FALSE,FALSE,Human delay,Unspecified,Symptom Onset/Fever to Death,Symptom onset to death,Symptom onset,NA,NA,18 Sep 2000,28 Oct 2000,18 Sep 2000 - 28 Oct 2000,NA,Range,3 - 15,57.14285714285714,"Uganda, 2000-2001",Sudan
d8b35153581df51746900492c6469808,5466b6bee20005624463b69e471d8be9,4507,Ebola virus,Human delay - Admission to Care/Hospitalisation to Death,5,0,Days,NA,NA,Median,NA,NA,2,11,Range,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,Unspecified,Contact based,Persons under investigation,NA,NA,15,Uganda,Gulu Town and (rural) Gulu District,18,Sep,2000,28,Oct,2000,NA,FALSE,Admission to Care/Hospitalisation,Death,FALSE,FALSE,Human delay,Unspecified,Admission to Care/Hospitalisation to Death,Admission to care to death,Admission to care,NA,NA,18 Sep 2000,28 Oct 2000,18 Sep 2000 - 28 Oct 2000,NA,Range,2 - 11,57.14285714285714,"Uganda, 2000-2001",Sudan
d8b35153581df51746900492c6469808,6ba15d8a0b5a585f0629168627a45f55,4507,Ebola virus,Human delay - Symptom Onset/Fever to Discharge from Care/Hospital,15,0,Days,NA,NA,Median,NA,NA,10,25,Range,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,Unspecified,Contact based,Persons under investigation,NA,NA,5,Uganda,Gulu Town and (rural) Gulu District,18,Sep,2000,28,Oct,2000,NA,FALSE,Symptom Onset/Fever,Discharge from Care/Hospital,FALSE,FALSE,Human delay,Unspecified,Symptom Onset/Fever to Discharge from Care/Hospital,Symptom onset to discharge from care,Symptom onset,NA,NA,18 Sep 2000,28 Oct 2000,18 Sep 2000 - 28 Oct 2000,NA,Range,10 - 25,57.14285714285714,"Uganda, 2000-2001",Sudan
d8b35153581df51746900492c6469808,dff1d22b1807cbb99e19fb525809d899,4507,Ebola virus,Human delay - Admission to Care/Hospitalisation to Discharge from Care/Hospital,13,0,Days,NA,NA,Median,NA,NA,8,22,Range,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,Unspecified,Contact based,Persons under investigation,NA,NA,5,Uganda,Gulu Town and (rural) Gulu District,18,Sep,2000,28,Oct,2000,NA,FALSE,Admission to Care/Hospitalisation,Discharge from Care/Hospital,FALSE,FALSE,Human delay,Unspecified,Admission to Care/Hospitalisation to Discharge from Care/Hospital,Admission to care to discharge from care,Admission to care,NA,NA,18 Sep 2000,28 Oct 2000,18 Sep 2000 - 28 Oct 2000,NA,Range,8 - 22,57.14285714285714,"Uganda, 2000-2001",Sudan
d8b35153581df51746900492c6469808,e88da550573988d8c532ebdc4c8fcf1f,4507,Ebola virus,Severity - case fatality rate (CFR),70.6,0,Percentage (%),NA,NA,Unspecified,NA,NA,NA,NA,NA,12,17,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,Unspecified,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,Both,Contact based,Persons under investigation,NA,NA,17,Uganda,Gulu Town and (rural) Gulu District,18,Sep,2020,NA,Dec,2000,NA,FALSE,NA,NA,FALSE,FALSE,Severity,Unspecified,NA,NA,Other,NA,NA,18 Sep 2020,Dec 2000,18 Sep 2020 - Dec 2000,NA,NA,NA,57.14285714285714,"DRC, 2018-2020",Zaire
d8b35153581df51746900492c6469808,0a9548a7756a925f781c7eff40dc5396,4507,Ebola virus,Risk factors,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,Infection,Age;Close contact;Funeral;Sex,NA,Not significant,Not adjusted,Both,Contact based,Persons under investigation,NA,NA,83,Uganda,Gulu Town and (rural) Gulu District,18,Sep,2000,NA,Dec,2000,NA,FALSE,NA,NA,FALSE,FALSE,Risk factors,Unspecified,NA,NA,Other,NA,NA,18 Sep 2000,Dec 2000,18 Sep 2000 - Dec 2000,NA,NA,NA,57.14285714285714,"Uganda, 2000-2001",Sudan
d8b35153581df51746900492c6469808,36b05f494b6c0bd754340db57a66895f,4507,Ebola virus,Risk factors,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,Infection,Close contact;Funeral;Household contact,NA,Significant,Not adjusted,Both,Contact based,Persons under investigation,NA,NA,83,Uganda,Gulu Town and (rural) Gulu District,18,Sep,2000,NA,Dec,2000,NA,FALSE,NA,NA,FALSE,FALSE,Risk factors,Unspecified,NA,NA,Other,NA,NA,18 Sep 2000,Dec 2000,18 Sep 2000 - Dec 2000,NA,NA,NA,57.14285714285714,"Uganda, 2000-2001",Sudan
d8b35153581df51746900492c6469808,462d1a49fac4a526557cc042e41aa992,4507,Ebola virus,Risk factors,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,Infection,Close contact;Funeral,NA,Not significant,Adjusted,Both,Contact based,Persons under investigation,NA,NA,83,Uganda,Gulu Town and (rural) Gulu District,18,Sep,2000,NA,Dec,2000,NA,FALSE,NA,NA,FALSE,FALSE,Risk factors,Unspecified,NA,NA,Other,NA,NA,18 Sep 2000,Dec 2000,18 Sep 2000 - Dec 2000,NA,NA,NA,57.14285714285714,"Uganda, 2000-2001",Sudan
d8b35153581df51746900492c6469808,4aef82cbc0aab0f6e2fb37c08bb6cb50,4507,Ebola virus,Risk factors,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,Infection,Close contact;Household contact,NA,Significant,Adjusted,Both,Contact based,Persons under investigation,NA,NA,83,Uganda,Gulu Town and (rural) Gulu District,18,Sep,2000,NA,Dec,2000,NA,FALSE,NA,NA,FALSE,FALSE,Risk factors,Unspecified,NA,NA,Other,NA,NA,18 Sep 2000,Dec 2000,18 Sep 2000 - Dec 2000,NA,NA,NA,57.14285714285714,"Uganda, 2000-2001",Sudan
d8b35153581df51746900492c6469808,2f94278cdefe4dd4685932f149c6d4c6,4507,Ebola virus,Severity - case fatality rate (CFR),100,0,Percentage (%),NA,NA,Unspecified,NA,NA,NA,NA,NA,10,10,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,Unspecified,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,Both,Contact based,Persons under investigation,NA,NA,10,Uganda,Gulu Town and (rural) Gulu District,18,Sep,2020,NA,Dec,2000,NA,FALSE,NA,NA,FALSE,FALSE,Severity,Unspecified,NA,NA,Other,NA,NA,18 Sep 2020,Dec 2000,18 Sep 2020 - Dec 2000,NA,NA,NA,57.14285714285714,"DRC, 2018-2020",Zaire
af5455bdf9567590650f462a290de8d3,ea7d58a2f903204ce4005aed96f4b513,4536,Ebola virus,Human delay - Symptom Onset/Fever to Admission to Care/Hospitalisation,3,0,Days,NA,NA,Mean,2,Standard Deviation,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Unspecified,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,Unspecified,Hospital based,Persons under investigation,NA,NA,12,Nigeria,Lagos,20,Jul,2014,30,Sep,2014,NA,FALSE,Symptom Onset/Fever,Admission to Care/Hospitalisation,FALSE,FALSE,Human delay,Unspecified,Symptom Onset/Fever to Admission to Care/Hospitalisation,Symptom onset to admission to care,Symptom onset,NA,NA,20 Jul 2014,30 Sep 2014,20 Jul 2014 - 30 Sep 2014,NA,Standard Deviation,2,40,West Africa 2013-2016,Zaire
af5455bdf9567590650f462a290de8d3,acecb6111e42977d015a2294f00277a5,4536,Ebola virus,Human delay - Symptom Onset/Fever to Admission to Care/Hospitalisation,5,0,Days,NA,NA,Mean,2,Standard Deviation,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Unspecified,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,Unspecified,Hospital based,Persons under investigation,NA,NA,8,Nigeria,Lagos,20,Jul,2014,30,Sep,2014,NA,FALSE,Symptom Onset/Fever,Admission to Care/Hospitalisation,FALSE,FALSE,Human delay,Unspecified,Symptom Onset/Fever to Admission to Care/Hospitalisation,Symptom onset to admission to care,Symptom onset,NA,NA,20 Jul 2014,30 Sep 2014,20 Jul 2014 - 30 Sep 2014,NA,Standard Deviation,2,40,West Africa 2013-2016,Zaire
af5455bdf9567590650f462a290de8d3,659713747b39ad4e47546e4fc9eb82af,4536,Ebola virus,Human delay - Symptom Onset/Fever to Discharge from Care/Hospital,15,0,Days,NA,NA,Mean,5,Standard Deviation,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Unspecified,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,Unspecified,Hospital based,Persons under investigation,NA,NA,12,Nigeria,Lagos,20,Jul,2014,30,Sep,2014,NA,FALSE,Symptom Onset/Fever,Discharge from Care/Hospital,FALSE,FALSE,Human delay,Unspecified,Symptom Onset/Fever to Discharge from Care/Hospital,Symptom onset to discharge from care,Symptom onset,NA,NA,20 Jul 2014,30 Sep 2014,20 Jul 2014 - 30 Sep 2014,NA,Standard Deviation,5,40,West Africa 2013-2016,Zaire
af5455bdf9567590650f462a290de8d3,40c9e0a30a245e31c486e8051ced547d,4536,Ebola virus,Human delay - Symptom Onset/Fever to Death,11,0,Days,NA,NA,Mean,2,Standard Deviation,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Unspecified,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,Unspecified,Hospital based,Persons under investigation,NA,NA,8,Nigeria,Lagos,20,Jul,2014,30,Sep,2014,NA,FALSE,Symptom Onset/Fever,Death,FALSE,FALSE,Human delay,Unspecified,Symptom Onset/Fever to Death,Symptom onset to death,Symptom onset,NA,NA,20 Jul 2014,30 Sep 2014,20 Jul 2014 - 30 Sep 2014,NA,Standard Deviation,2,40,West Africa 2013-2016,Zaire
09aea442a3fdeaf8c8e577f3f5a34f58,b5a8e2c2db3718d1eb771ba529f37cf2,4557,Ebola virus,Human delay - Symptom Onset/Fever to Admission to Care/Hospitalisation,5,0,Days,NA,NA,Median,NA,NA,3,7,IQR,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Unspecified,NA,NA,Region,TRUE,FALSE,NA,NA,NA,NA,NA,Both,Hospital based,Persons under investigation,NA,NA,525,Sierra Leone,Kailahun,26,Jun,2014,12,Oct,2014,NA,FALSE,Symptom Onset/Fever,Admission to Care/Hospitalisation,FALSE,FALSE,Human delay,Zaire Ebola virus (EBOV),Symptom Onset/Fever to Admission to Care/Hospitalisation,Symptom onset to admission to care,Symptom onset,NA,NA,26 Jun 2014,12 Oct 2014,26 Jun 2014 - 12 Oct 2014,NA,IQR,3 - 7,80,West Africa 2013-2016,Zaire
09aea442a3fdeaf8c8e577f3f5a34f58,5facadab44594b751e9b1cef325372f9,4557,Ebola virus,Human delay - Admission to Care/Hospitalisation to Death,4,0,Days,NA,NA,Median,NA,NA,2,6,IQR,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Unspecified,NA,NA,Other,TRUE,FALSE,NA,NA,NA,NA,NA,Both,Hospital based,Persons under investigation,NA,NA,525,Sierra Leone,Kailahun,26,Jun,2014,12,Oct,2014,NA,FALSE,Admission to Care/Hospitalisation,Death,FALSE,FALSE,Human delay,Zaire Ebola virus (EBOV),Admission to Care/Hospitalisation to Death,Admission to care to death,Admission to care,NA,NA,26 Jun 2014,12 Oct 2014,26 Jun 2014 - 12 Oct 2014,NA,IQR,2 - 6,80,West Africa 2013-2016,Zaire
09aea442a3fdeaf8c8e577f3f5a34f58,d09004453ed211d03434dcd4cd4fdc58,4557,Ebola virus,Human delay - Admission to Care/Hospitalisation to Recovery/non-Infectiousness,13,0,Days,NA,NA,Median,NA,NA,10,18,IQR,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Unspecified,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,Both,Hospital based,Persons under investigation,NA,NA,525,Sierra Leone,Kailahun,26,Jun,2014,12,Oct,2014,NA,FALSE,Admission to Care/Hospitalisation,Recovery/non-Infectiousness,FALSE,FALSE,Human delay,Zaire Ebola virus (EBOV),Admission to Care/Hospitalisation to Recovery/non-Infectiousness,Admission to care to recovery/non-infectiousness,Admission to care,NA,NA,26 Jun 2014,12 Oct 2014,26 Jun 2014 - 12 Oct 2014,NA,IQR,10 - 18,80,West Africa 2013-2016,Zaire
09aea442a3fdeaf8c8e577f3f5a34f58,418d7cef4428a61891580849e55f3d08,4557,Ebola virus,Severity - case fatality rate (CFR),51,0,Percentage (%),24,85,Unspecified,NA,NA,NA,NA,NA,270,525,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Unspecified,Adjusted,NA,"Occupation, Other, Region, Time",TRUE,FALSE,NA,NA,NA,NA,NA,Both,Hospital based,Persons under investigation,NA,NA,525,Sierra Leone,Kailahun,26,Jun,2014,12,Oct,2014,NA,FALSE,NA,NA,FALSE,FALSE,Severity,Zaire Ebola virus (EBOV),NA,NA,Other,NA,NA,26 Jun 2014,12 Oct 2014,26 Jun 2014 - 12 Oct 2014,24 - 85,NA,NA,80,West Africa 2013-2016,Zaire
09aea442a3fdeaf8c8e577f3f5a34f58,83187bdddbc9cd8118339a1b38a34ed0,4557,Ebola virus,Risk factors,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Unspecified,NA,NA,NA,FALSE,FALSE,Death,Age;Hospitalisation;Other,NA,Significant,Unspecified,Both,Hospital based,Persons under investigation,NA,NA,525,Sierra Leone,Kailahun,26,Jun,2014,12,Oct,2014,NA,FALSE,NA,NA,FALSE,FALSE,Risk factors,Zaire Ebola virus (EBOV),NA,NA,Other,NA,NA,26 Jun 2014,12 Oct 2014,26 Jun 2014 - 12 Oct 2014,NA,NA,NA,80,West Africa 2013-2016,Zaire
09aea442a3fdeaf8c8e577f3f5a34f58,e9960013b1cff3120bf9de96acdc4dc0,4557,Ebola virus,Risk factors,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Unspecified,NA,NA,NA,FALSE,FALSE,Death,Occupation;Other;Sex,Healthcare,Not significant,Unspecified,Both,Hospital based,Persons under investigation,NA,NA,525,Sierra Leone,Kailahun,26,Jun,2014,12,Oct,2014,NA,FALSE,NA,NA,FALSE,FALSE,Risk factors,Zaire Ebola virus (EBOV),NA,NA,Other,NA,NA,26 Jun 2014,12 Oct 2014,26 Jun 2014 - 12 Oct 2014,NA,NA,NA,80,West Africa 2013-2016,Zaire
09aea442a3fdeaf8c8e577f3f5a34f58,12b396ad371d02f34bd754ae8105d605,4557,Ebola virus,Risk factors,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Unspecified,NA,NA,NA,FALSE,FALSE,Death,Other,NA,Significant,Adjusted,Both,Hospital based,Persons under investigation,NA,NA,525,Sierra Leone,Kailahun,26,Jun,2014,12,Oct,2014,NA,FALSE,NA,NA,FALSE,FALSE,Risk factors,Zaire Ebola virus (EBOV),NA,NA,Other,NA,NA,26 Jun 2014,12 Oct 2014,26 Jun 2014 - 12 Oct 2014,NA,NA,NA,80,West Africa 2013-2016,Zaire
09aea442a3fdeaf8c8e577f3f5a34f58,f137e2925ef88376add477153d50e848,4557,Ebola virus,Risk factors,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Unspecified,NA,NA,NA,FALSE,FALSE,Death,Age;Other,NA,Not significant,Adjusted,Both,Hospital based,Persons under investigation,NA,NA,525,Sierra Leone,Kailahun,26,Jun,2014,12,Oct,2014,NA,FALSE,NA,NA,FALSE,FALSE,Risk factors,Zaire Ebola virus (EBOV),NA,NA,Other,NA,NA,26 Jun 2014,12 Oct 2014,26 Jun 2014 - 12 Oct 2014,NA,NA,NA,80,West Africa 2013-2016,Zaire
4d7a3c2cd895c74d012d5a6b0414250e,e9be04b6a025e02524570196d0718758,4562,Ebola virus,Severity - case fatality rate (CFR),57,0,Percentage (%),0,100,Unspecified,NA,NA,51,63,95% CI,160,282,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Unspecified,Adjusted,NA,"Age, Other, Region, Sex, Symptoms, Time",TRUE,FALSE,NA,NA,NA,NA,NA,Both,Hospital based,Persons under investigation,0,12,309,Sierra Leone,Western Area,14,Aug,2014,31,Mar,2015,NA,FALSE,NA,NA,FALSE,FALSE,Severity,Unspecified,NA,NA,Other,NA,NA,14 Aug 2014,31 Mar 2015,14 Aug 2014 - 31 Mar 2015,0 - 100,95% CI,51 - 63,80,West Africa 2013-2016,Zaire
4d7a3c2cd895c74d012d5a6b0414250e,33692f5737b3759db6e3e0485fa5d4f9,4562,Ebola virus,Human delay - Symptom Onset/Fever to Seeking Care,3,0,Days,3,3,Median,NA,NA,2,4,IQR,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Unspecified,NA,NA,Other,TRUE,FALSE,NA,NA,NA,NA,NA,Both,Hospital based,Persons under investigation,0,12,309,Sierra Leone,Western Area,14,Aug,2014,31,Mar,2015,NA,FALSE,Symptom Onset/Fever,Seeking Care,FALSE,FALSE,Human delay,Unspecified,Symptom Onset/Fever to Seeking Care,Symptom onset to seeking care,Symptom onset,NA,NA,14 Aug 2014,31 Mar 2015,14 Aug 2014 - 31 Mar 2015,3 - 3,IQR,2 - 4,80,West Africa 2013-2016,Zaire
4d7a3c2cd895c74d012d5a6b0414250e,1301c9b03b4aca165cfc2e1ff4910f2e,4562,Ebola virus,Human delay - Admission to Care/Hospitalisation to Death,3,0,Days,NA,NA,Median,NA,NA,1,5,IQR,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Unspecified,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,Both,Hospital based,Persons under investigation,0,12,160,Sierra Leone,Western Area,14,Aug,2014,31,Mar,2015,NA,FALSE,Admission to Care/Hospitalisation,Death,FALSE,FALSE,Human delay,Unspecified,Admission to Care/Hospitalisation to Death,Admission to care to death,Admission to care,NA,NA,14 Aug 2014,31 Mar 2015,14 Aug 2014 - 31 Mar 2015,NA,IQR,1 - 5,80,West Africa 2013-2016,Zaire
4d7a3c2cd895c74d012d5a6b0414250e,2599d483f62c3b9ca5cc93bf6fedd3e0,4562,Ebola virus,Human delay - Admission to Care/Hospitalisation to Recovery/non-Infectiousness,17,0,Days,NA,NA,Median,NA,NA,11,20,IQR,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Unspecified,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,Both,Hospital based,Persons under investigation,0,12,122,Sierra Leone,Western Area,14,Aug,2014,31,Mar,2015,NA,FALSE,Admission to Care/Hospitalisation,Recovery/non-Infectiousness,FALSE,FALSE,Human delay,Unspecified,Admission to Care/Hospitalisation to Recovery/non-Infectiousness,Admission to care to recovery/non-infectiousness,Admission to care,NA,NA,14 Aug 2014,31 Mar 2015,14 Aug 2014 - 31 Mar 2015,NA,IQR,11 - 20,80,West Africa 2013-2016,Zaire
4d7a3c2cd895c74d012d5a6b0414250e,a1634e166341c09efc0c7f3488aba5dd,4562,Ebola virus,Risk factors,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Unspecified,NA,NA,NA,FALSE,FALSE,Death,Age;Other,NA,Significant,Not adjusted,Both,Hospital based,Persons under investigation,0,12,309,Sierra Leone,Western Area,14,Aug,2014,31,Mar,2015,NA,FALSE,NA,NA,FALSE,FALSE,Risk factors,Unspecified,NA,NA,Other,NA,NA,14 Aug 2014,31 Mar 2015,14 Aug 2014 - 31 Mar 2015,NA,NA,NA,80,West Africa 2013-2016,Zaire
4d7a3c2cd895c74d012d5a6b0414250e,f9bc98bf1c9def44319cadfd1baf141a,4562,Ebola virus,Risk factors,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Unspecified,NA,NA,NA,FALSE,FALSE,Death,Other;Sex,NA,Not significant,Not adjusted,Both,Hospital based,Persons under investigation,0,12,309,Sierra Leone,Western Area,14,Aug,2014,31,Mar,2015,NA,FALSE,NA,NA,FALSE,FALSE,Risk factors,Unspecified,NA,NA,Other,NA,NA,14 Aug 2014,31 Mar 2015,14 Aug 2014 - 31 Mar 2015,NA,NA,NA,80,West Africa 2013-2016,Zaire
4d7a3c2cd895c74d012d5a6b0414250e,799b2a15b3e2351d5b90a2f7b5b44856,4562,Ebola virus,Risk factors,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Unspecified,NA,NA,NA,FALSE,FALSE,Death,Age;Other,NA,Significant,Adjusted,Both,Hospital based,Persons under investigation,0,12,309,Sierra Leone,Western Area,14,Aug,2014,31,Mar,2015,NA,FALSE,NA,NA,FALSE,FALSE,Risk factors,Unspecified,NA,NA,Other,NA,NA,14 Aug 2014,31 Mar 2015,14 Aug 2014 - 31 Mar 2015,NA,NA,NA,80,West Africa 2013-2016,Zaire
4d7a3c2cd895c74d012d5a6b0414250e,b40dc79fe06c6a676f60e5ddf64f7123,4562,Ebola virus,Risk factors,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Unspecified,NA,NA,NA,FALSE,FALSE,Death,Other;Sex,NA,Not significant,Adjusted,Both,Hospital based,Persons under investigation,0,12,309,Sierra Leone,Western Area,14,Aug,2014,31,Mar,2015,NA,FALSE,NA,NA,FALSE,FALSE,Risk factors,Unspecified,NA,NA,Other,NA,NA,14 Aug 2014,31 Mar 2015,14 Aug 2014 - 31 Mar 2015,NA,NA,NA,80,West Africa 2013-2016,Zaire
cd3d4c2a361cab983e4833d71b8c23d8,eb66d9af30f16c2c8285a6cb68623646,4568,Ebola virus,Reproduction number (Basic R0),1.79,0,No units,NA,NA,Unspecified,NA,NA,1.78,1.81,95% CI,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Mid outbreak,NA,Compartmental model,NA,FALSE,FALSE,NA,NA,NA,NA,NA,Unspecified,Unspecified,Unspecified,NA,NA,NA,"Guinea, Liberia, Sierra Leone",NA,NA,NA,NA,18,Oct,2014,NA,FALSE,NA,NA,FALSE,FALSE,Reproduction number,Unspecified,NA,NA,Other,NA,NA,Unspecified,18 Oct 2014,Unspecified - 18 Oct 2014,NA,95% CI,1.78 - 1.81,28.57142857142857,West Africa 2013-2016,Zaire
cd3d4c2a361cab983e4833d71b8c23d8,1722ac93ae3fab6461b2c2219f777992,4568,Ebola virus,"Reproduction number (Effective, Re)",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Mid outbreak,NA,Compartmental model,Time,TRUE,TRUE,NA,NA,NA,NA,NA,Unspecified,Unspecified,Unspecified,NA,NA,NA,"Guinea, Liberia, Sierra Leone",NA,NA,NA,NA,18,Oct,2014,NA,FALSE,NA,NA,FALSE,TRUE,Reproduction number,Unspecified,NA,NA,Other,NA,NA,Unspecified,18 Oct 2014,Unspecified - 18 Oct 2014,NA,NA,NA,28.57142857142857,West Africa 2013-2016,Zaire
b0bc24ae94fbbbdde659b9456b817461,dfa3375e06b9838cb896a001a4e8c039,4569,Ebola virus,Reproduction number (Basic R0),1.78,0,No units,NA,NA,Unspecified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Mid outbreak,NA,Compartmental model,NA,FALSE,FALSE,NA,NA,NA,NA,NA,Unspecified,Unspecified,Unspecified,NA,NA,NA,"Guinea, Liberia, Nigeria, Sierra Leone",NA,22,Mar,2014,22,Aug,2014,NA,FALSE,NA,NA,FALSE,FALSE,Reproduction number,Unspecified,NA,NA,Other,NA,NA,22 Mar 2014,22 Aug 2014,22 Mar 2014 - 22 Aug 2014,NA,NA,NA,28.57142857142857,West Africa 2013-2016,Zaire
b0bc24ae94fbbbdde659b9456b817461,c64e66ef3f2203c4562fa42ab580bbff,4569,Ebola virus,Reproduction number (Basic R0),2.46,0,No units,NA,NA,Unspecified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Mid outbreak,NA,Compartmental model,NA,FALSE,FALSE,NA,NA,NA,NA,NA,Unspecified,Unspecified,Unspecified,NA,NA,NA,Guinea,NA,22,Mar,2014,22,Aug,2014,NA,FALSE,NA,NA,FALSE,FALSE,Reproduction number,Unspecified,NA,NA,Other,NA,NA,22 Mar 2014,22 Aug 2014,22 Mar 2014 - 22 Aug 2014,NA,NA,NA,28.57142857142857,West Africa 2013-2016,Zaire
